AB 名称,AB文件大小,统计的AB内存Kb(估算),冗余内存 Kb(估算),依赖AB数,冗余资源数,   网格数,   材质球,    贴图数,着色器, 图集数,动作文件,音效
h_mariposa_01_injure,0,111959,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_jump,0,104397,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_lose,0,207749,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_minskill,0,183463,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_open,0,126775,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_parallel,0,99357,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_pose,0,207945,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_restore,0,143301,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_rotate,0,148165,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_run,0,126775,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_sattack,0,180045,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_show,0,281295,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_specialidle,0,281295,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_standby,0,137145,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_tilt,0,146569,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_tilthit,0,84655,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_uniqueskills,0,354525,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_victory,0,281295,0,0,0,0,0,0,0,0,1,0
h_mariposa_01_weak,0,101097,0,0,0,0,0,0,0,0,1,0
h_mariposa_show_animator,0,423455,0,0,0,0,0,0,0,0,3,0
h_mariposab_01,0,1627611,179604,0,4,1,3,0,4,0,0,0
h_mariposab_01_attack,0,160303,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_backward,0,121055,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_defend,0,100673,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_die,0,190535,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_exit,0,105101,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_forward,0,121055,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_hold,0,192503,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_holdhand,0,81011,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_idle,0,125047,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_idle2,0,124835,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_incline,0,82631,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_injure,0,103951,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_jump,0,121055,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_lose,0,189775,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_minskill,0,218161,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_open,0,105101,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_parallel,0,76551,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_pose,0,128210,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_restore,0,116905,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_rotate,0,119716,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_run,0,105101,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_sattack,0,192987,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_show,0,233133,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_specialidle,0,233133,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_standby,0,133951,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_tilt,0,121055,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_tilthit,0,65519,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_uniqueskills,0,290003,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_victory,0,233133,0,0,0,0,0,0,0,0,1,0
h_mariposab_01_weak,0,81019,0,0,0,0,0,0,0,0,1,0
h_mariposab_show_animator,0,590719,0,0,0,0,0,0,0,0,3,0
h_mila_01,0,775307,179604,0,4,1,2,0,4,0,0,0
h_mila_01_attack,0,136935,0,0,0,0,0,0,0,0,1,0
h_mila_01_backward,0,71327,0,0,0,0,0,0,0,0,1,0
h_mila_01_defend,0,90047,0,0,0,0,0,0,0,0,1,0
h_mila_01_die,0,162013,0,0,0,0,0,0,0,0,1,0
h_mila_01_exit,0,99445,0,0,0,0,0,0,0,0,1,0
h_mila_01_forward,0,69967,0,0,0,0,0,0,0,0,1,0
h_mila_01_hold,0,121235,0,0,0,0,0,0,0,0,1,0
h_mila_01_holdhand,0,77607,0,0,0,0,0,0,0,0,1,0
h_mila_01_idle,0,95387,0,0,0,0,0,0,0,0,1,0
h_mila_01_idle2,0,93447,0,0,0,0,0,0,0,0,1,0
h_mila_01_incline,0,81631,0,0,0,0,0,0,0,0,1,0
h_mila_01_injure,0,93443,0,0,0,0,0,0,0,0,1,0
h_mila_01_jump,0,90015,0,0,0,0,0,0,0,0,1,0
h_mila_01_lose,0,161587,0,0,0,0,0,0,0,0,1,0
h_mila_01_minskill,0,173659,0,0,0,0,0,0,0,0,1,0
h_mila_01_open,0,99445,0,0,0,0,0,0,0,0,1,0
h_mila_01_parallel,0,75311,0,0,0,0,0,0,0,0,1,0
h_mila_01_pose,0,123013,0,0,0,0,0,0,0,0,1,0
h_mila_01_restore,0,118859,0,0,0,0,0,0,0,0,1,0
h_mila_01_rotate,0,118339,0,0,0,0,0,0,0,0,1,0
h_mila_01_run,0,99445,0,0,0,0,0,0,0,0,1,0
h_mila_01_sattack,0,120237,0,0,0,0,0,0,0,0,1,0
h_mila_01_show,0,254265,0,0,0,0,0,0,0,0,1,0
h_mila_01_specialidle,0,242493,0,0,0,0,0,0,0,0,1,0
h_mila_01_standby,0,157797,0,0,0,0,0,0,0,0,1,0
h_mila_01_tilt,0,109859,0,0,0,0,0,0,0,0,1,0
h_mila_01_tilthit,0,66879,0,0,0,0,0,0,0,0,1,0
h_mila_01_uniqueskills,0,240935,0,0,0,0,0,0,0,0,1,0
h_mila_01_victory,0,193739,0,0,0,0,0,0,0,0,1,0
h_mila_01_weak,0,77037,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01,0,1113599,179604,0,4,1,2,0,4,0,0,0
h_mila_dlc_01_attack,0,186555,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_backward,0,95489,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_defend,0,95489,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_die,0,180643,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_exit,0,110879,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_forward,0,95489,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_hold,0,136857,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_holdhand,0,94160,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_idle,0,115601,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_idle02,0,115935,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_incline,0,91497,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_injure,0,107753,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_jump,0,124569,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_lose,0,180261,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_minskill,0,213165,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_open,0,110879,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_parallel,0,83717,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_pose,0,165683,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_restore,0,130009,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_rotate,0,132041,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_run,0,110879,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_sattack,0,136245,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_show,0,204967,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_specialidle,0,284532,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_standby,0,180207,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_tilt,0,124569,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_tilthit,0,72929,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_uniqueskills,0,263089,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_victory,0,217422,0,0,0,0,0,0,0,0,1,0
h_mila_dlc_01_weak,0,84511,0,0,0,0,0,0,0,0,1,0
h_mila_show_animator,0,336273,0,1,0,0,0,0,0,0,3,0
h_momiji_01,0,1160455,179604,0,4,1,2,0,4,0,0,0
h_momiji_01_attack,0,247932,0,0,0,0,0,0,0,0,1,0
h_momiji_01_backward,0,175303,0,0,0,0,0,0,0,0,1,0
h_momiji_01_defend,0,175303,0,0,0,0,0,0,0,0,1,0
h_momiji_01_die,0,268881,0,0,0,0,0,0,0,0,1,0
h_momiji_01_exit,0,193369,0,0,0,0,0,0,0,0,1,0
h_momiji_01_forward,0,175303,0,0,0,0,0,0,0,0,1,0
h_momiji_01_hold,0,263402,0,0,0,0,0,0,0,0,1,0
h_momiji_01_holdhand,0,154819,0,0,0,0,0,0,0,0,1,0
h_momiji_01_idle,0,88747,0,0,0,0,0,0,0,0,1,0
h_momiji_01_idle2,0,163581,0,0,0,0,0,0,0,0,1,0
h_momiji_01_incline,0,162323,0,0,0,0,0,0,0,0,1,0
h_momiji_01_injure,0,171831,0,0,0,0,0,0,0,0,1,0
h_momiji_01_jump,0,215011,0,0,0,0,0,0,0,0,1,0
h_momiji_01_lose,0,268501,0,0,0,0,0,0,0,0,1,0
h_momiji_01_minskill,0,321917,0,0,0,0,0,0,0,0,1,0
h_momiji_01_open,0,193369,0,0,0,0,0,0,0,0,1,0
h_momiji_01_parallel,0,154255,0,0,0,0,0,0,0,0,1,0
h_momiji_01_pose,0,221319,0,0,0,0,0,0,0,0,1,0
h_momiji_01_restore,0,212655,0,0,0,0,0,0,0,0,1,0
h_momiji_01_rotate,0,208099,0,0,0,0,0,0,0,0,1,0
h_momiji_01_run,0,193369,0,0,0,0,0,0,0,0,1,0
h_momiji_01_sattack,0,241591,0,0,0,0,0,0,0,0,1,0
h_momiji_01_show,0,280927,0,0,0,0,0,0,0,0,1,0
h_momiji_01_specialidle,0,308281,0,0,0,0,0,0,0,0,1,0
h_momiji_01_standby,0,196609,0,0,0,0,0,0,0,0,1,0
h_momiji_01_tilt,0,215011,0,0,0,0,0,0,0,0,1,0
h_momiji_01_tilthit,0,136031,0,0,0,0,0,0,0,0,1,0
h_momiji_01_uniqueskills,0,443797,0,0,0,0,0,0,0,0,1,0
h_momiji_01_victory,0,282015,0,0,0,0,0,0,0,0,1,0
h_momiji_01_weak,0,148301,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01,0,2015851,182620,0,5,1,3,0,5,0,0,0
h_momiji_dlc_01_attack,0,289591,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_backward,0,208293,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_defend,0,208293,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_die,0,304237,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_exit,0,230327,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_forward,0,208293,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_hold,0,339999,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_holdhand,0,188933,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_idle,0,219419,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_idle2,0,194869,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_incline,0,193725,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_injure,0,207893,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_jump,0,252393,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_lose,0,304237,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_minskill,0,399063,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_open,0,230327,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_parallel,0,184621,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_pose,0,269305,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_restore,0,259409,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_rotate,0,249673,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_run,0,230327,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_sattack,0,287749,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_show,0,322713,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_specialidle,0,351229,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_standby,0,227159,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_tilt,0,252393,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_tilthit,0,165101,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_uniqueskills,0,481731,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_victory,0,323525,0,0,0,0,0,0,0,0,1,0
h_momiji_dlc_01_weak,0,182767,0,0,0,0,0,0,0,0,1,0
h_momiji_show_animator,0,721108,0,1,0,0,0,0,0,0,4,0
h_nyotengu_01,0,1567519,179604,0,4,1,2,0,4,0,0,0
h_nyotengu_01_aisleidle,0,134178,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_aislestandby,0,238042,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_attack,0,287667,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_backward,0,179504,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_defend,0,160399,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_die,0,332661,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_exit,0,171451,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_forward,0,174641,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_hold,0,209569,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_holdhand,0,142867,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_idle,0,184491,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_idle2,0,148877,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_incline,0,168757,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_injure,0,176576,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_jump,0,120417,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_lose,0,332281,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_minskill,0,303973,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_open,0,171451,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_parallel,0,153248,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_pose,0,218076,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_restore,0,198178,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_rotate,0,204680,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_run,0,171451,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_sattack,0,278471,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_show,0,442254,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_specialidle,0,380583,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_standby,0,191323,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_tilt,0,214289,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_tilthit,0,135668,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_uniqueskills,0,481286,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_victory,0,652254,0,0,0,0,0,0,0,0,1,0
h_nyotengu_01_weak,0,144224,0,0,0,0,0,0,0,0,1,0
h_nyotengu_dlc_01,0,1743663,179604,0,4,1,2,0,4,0,0,0
h_nyotengu_show_animator,0,910467,0,1,0,0,0,0,0,0,3,0
h_phase4_01,0,610471,176584,0,3,1,1,0,3,0,0,0
h_phase4_01_attack,0,188748,0,0,0,0,0,0,0,0,1,0
h_phase4_01_backward,0,83571,0,0,0,0,0,0,0,0,1,0
h_phase4_01_defend,0,85607,0,0,0,0,0,0,0,0,1,0
h_phase4_01_die,0,157815,0,0,0,0,0,0,0,0,1,0
h_phase4_01_exit,0,107847,0,0,0,0,0,0,0,0,1,0
h_phase4_01_forward,0,83571,0,0,0,0,0,0,0,0,1,0
h_phase4_01_hold,0,126554,0,0,0,0,0,0,0,0,1,0
h_phase4_01_holdhand,0,95205,0,0,0,0,0,0,0,0,1,0
h_phase4_01_idle,0,103786,0,0,0,0,0,0,0,0,1,0
h_phase4_01_idle2,0,100410,0,0,0,0,0,0,0,0,1,0
h_phase4_01_incline,0,75931,0,0,0,0,0,0,0,0,1,0
h_phase4_01_injure,0,83571,0,0,0,0,0,0,0,0,1,0
h_phase4_01_jump,0,111443,0,0,0,0,0,0,0,0,1,0
h_phase4_01_lose,0,157435,0,0,0,0,0,0,0,0,1,0
h_phase4_01_minskill,0,186342,0,0,0,0,0,0,0,0,1,0
h_phase4_01_open,0,107847,0,0,0,0,0,0,0,0,1,0
h_phase4_01_parallel,0,66187,0,0,0,0,0,0,0,0,1,0
h_phase4_01_pose,0,113866,0,0,0,0,0,0,0,0,1,0
h_phase4_01_restore,0,94683,0,0,0,0,0,0,0,0,1,0
h_phase4_01_rotate,0,113347,0,0,0,0,0,0,0,0,1,0
h_phase4_01_run,0,107847,0,0,0,0,0,0,0,0,1,0
h_phase4_01_sattack,0,126330,0,0,0,0,0,0,0,0,1,0
h_phase4_01_specialidle,0,166091,0,0,0,0,0,0,0,0,1,0
h_phase4_01_standby,0,83870,0,0,0,0,0,0,0,0,1,0
h_phase4_01_tilt,0,111443,0,0,0,0,0,0,0,0,1,0
h_phase4_01_tilthit,0,53441,0,0,0,0,0,0,0,0,1,0
h_phase4_01_uniqueskills,0,292761,0,0,0,0,0,0,0,0,1,0
h_phase4_01_victory,0,166091,0,0,0,0,0,0,0,0,1,0
h_phase4_01_weak,0,69235,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01,0,928079,179604,0,4,1,2,0,4,0,0,0
h_phase4_dlc_01_attack,0,222797,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_backward,0,140957,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_defend,0,144357,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_die,0,229509,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_exit,0,153505,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_forward,0,140957,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_hold,0,188298,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_holdhand,0,119019,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_idle,0,130355,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_idle2,0,138119,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_incline,0,129631,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_injure,0,140957,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_jump,0,176621,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_lose,0,229129,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_minskill,0,228979,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_open,0,153505,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_parallel,0,121077,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_pose,0,161941,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_restore,0,155433,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_rotate,0,173561,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_run,0,153561,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_sattack,0,188074,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_standby,0,137947,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_tilt,0,176621,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_tilthit,0,106729,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_unqueskills,0,332621,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_victory,0,202185,0,0,0,0,0,0,0,0,1,0
h_phase4_dlc_01_week,0,121763,0,0,0,0,0,0,0,0,1,0
h_phase4_show_animator,0,408208,0,1,0,0,0,0,0,0,4,0
h_rachel_01,0,686563,176584,0,3,1,1,0,3,0,0,0
h_rachel_01_attack,0,199506,0,0,0,0,0,0,0,0,1,0
h_rachel_01_backward,0,135750,0,0,0,0,0,0,0,0,1,0
h_rachel_01_defend,0,134198,0,0,0,0,0,0,0,0,1,0
h_rachel_01_die,0,221586,0,0,0,0,0,0,0,0,1,0
h_rachel_01_exit,0,143216,0,0,0,0,0,0,0,0,1,0
h_rachel_01_forward,0,130630,0,0,0,0,0,0,0,0,1,0
h_rachel_01_hold,0,162612,0,0,0,0,0,0,0,0,1,0
h_rachel_01_holdhand,0,82251,0,0,0,0,0,0,0,0,1,0
h_rachel_01_idle,0,123710,0,0,0,0,0,0,0,0,1,0
h_rachel_01_idle2,0,131618,0,0,0,0,0,0,0,0,1,0
h_rachel_01_incline,0,133654,0,0,0,0,0,0,0,0,1,0
h_rachel_01_injure,0,147270,0,0,0,0,0,0,0,0,1,0
h_rachel_01_jump,0,138336,0,0,0,0,0,0,0,0,1,0
h_rachel_01_lose,0,221206,0,0,0,0,0,0,0,0,1,0
h_rachel_01_minskill,0,199186,0,0,0,0,0,0,0,0,1,0
h_rachel_01_open,0,143216,0,0,0,0,0,0,0,0,1,0
h_rachel_01_parallel,0,115046,0,0,0,0,0,0,0,0,1,0
h_rachel_01_pose,0,139782,0,0,0,0,0,0,0,0,1,0
h_rachel_01_restore,0,152786,0,0,0,0,0,0,0,0,1,0
h_rachel_01_rotate,0,158810,0,0,0,0,0,0,0,0,1,0
h_rachel_01_run,0,143216,0,0,0,0,0,0,0,0,1,0
h_rachel_01_sattack,0,156652,0,0,0,0,0,0,0,0,1,0
h_rachel_01_show,0,210354,0,0,0,0,0,0,0,0,1,0
h_rachel_01_specialidle,0,270498,0,0,0,0,0,0,0,0,1,0
h_rachel_01_standby,0,143840,0,0,0,0,0,0,0,0,1,0
h_rachel_01_tilt,0,165110,0,0,0,0,0,0,0,0,1,0
h_rachel_01_tilthit,0,105726,0,0,0,0,0,0,0,0,1,0
h_rachel_01_uniqueskills,0,291702,0,0,0,0,0,0,0,0,1,0
h_rachel_01_victory,0,210354,0,0,0,0,0,0,0,0,1,0
h_rachel_01_weak,0,118128,0,0,0,0,0,0,0,0,1,0
h_rachel_dlc_01,0,1017699,179604,0,4,1,3,0,4,0,0,0
h_rachel_show_animator,0,465903,0,1,0,0,0,0,0,0,3,0
h_raidou_01,0,442028,179600,0,4,2,2,0,4,0,0,0
h_raidou_01_attack,0,189675,0,0,0,0,0,0,0,0,1,0
h_raidou_01_defend,0,99017,0,0,0,0,0,0,0,0,1,0
h_raidou_01_die,0,162397,0,0,0,0,0,0,0,0,1,0
h_raidou_01_exit,0,101407,0,0,0,0,0,0,0,0,1,0
h_raidou_01_hold,0,182111,0,0,0,0,0,0,0,0,1,0
h_raidou_01_holdhand,0,81737,0,0,0,0,0,0,0,0,1,0
h_raidou_01_idle,0,103007,0,0,0,0,0,0,0,0,1,0
h_raidou_01_idle2,0,81249,0,0,0,0,0,0,0,0,1,0
h_raidou_01_incline,0,87021,0,0,0,0,0,0,0,0,1,0
h_raidou_01_injure,0,105117,0,0,0,0,0,0,0,0,1,0
h_raidou_01_jump,0,115493,0,0,0,0,0,0,0,0,1,0
h_raidou_01_lose,0,162017,0,0,0,0,0,0,0,0,1,0
h_raidou_01_minskill,0,204835,0,0,0,0,0,0,0,0,1,0
h_raidou_01_open,0,105663,0,0,0,0,0,0,0,0,1,0
h_raidou_01_parallel,0,79227,0,0,0,0,0,0,0,0,1,0
h_raidou_01_pose,0,126765,0,0,0,0,0,0,0,0,1,0
h_raidou_01_restore,0,117975,0,0,0,0,0,0,0,0,1,0
h_raidou_01_rotate,0,121929,0,0,0,0,0,0,0,0,1,0
h_raidou_01_run,0,101407,0,0,0,0,0,0,0,0,1,0
h_raidou_01_sattack,0,165723,0,0,0,0,0,0,0,0,1,0
h_raidou_01_show,0,152719,0,0,0,0,0,0,0,0,1,0
h_raidou_01_specialidle,0,172269,0,0,0,0,0,0,0,0,1,0
h_raidou_01_standby,0,131095,0,0,0,0,0,0,0,0,1,0
h_raidou_01_tilt,0,115493,0,0,0,0,0,0,0,0,1,0
h_raidou_01_tilthit,0,66581,0,0,0,0,0,0,0,0,1,0
h_raidou_01_uniqueskills,0,285207,0,0,0,0,0,0,0,0,1,0
h_raidou_01_victory,0,172937,0,0,0,0,0,0,0,0,1,0
h_raidou_01_weak,0,83879,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01,0,2060308,182620,0,5,1,4,0,5,0,0,0
h_raidou_dlc_01_attack,0,373683,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_defend,0,196113,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_die,0,267481,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_exit,0,190553,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_hold,0,352371,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_holdhand,0,160321,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_idle,0,181489,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_idle2,0,181489,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_incline,0,113547,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_injure,0,206185,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_jump,0,165116,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_lose,0,267101,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_minskill,0,404307,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_open,0,190553,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_parallel,0,162825,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_pose,0,243917,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_restore,0,234501,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_rotate,0,232577,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_run,0,190553,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_sattack,0,317079,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_show,0,548227,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_specialidle,0,292570,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_standby,0,209295,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_tilt,0,165116,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_tilthit,0,88111,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_uniqueskills,0,548227,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_victory,0,292570,0,0,0,0,0,0,0,0,1,0
h_raidou_dlc_01_weak,0,158547,0,0,0,0,0,0,0,0,1,0
h_raidou_show_animator,0,360882,0,1,0,0,0,0,0,0,3,0
h_rig_01,0,713027,176584,0,3,1,1,0,3,0,0,0
h_rig_01_attack,0,152954,0,0,0,0,0,0,0,0,1,0
