动作名称,占用内存
H_Elliot_dlc_01_parallel,0,h_elliot_dlc_01_parallel
H_Elliot_dlc_01_pose,0,h_elliot_dlc_01_pose
H_Elliot_dlc_01_restore,0,h_elliot_dlc_01_restore
H_Elliot_dlc_01_rotate,0,h_elliot_dlc_01_rotate
H_Elliot_dlc_01_run,0,h_elliot_dlc_01_run
H_Elliot_dlc_01_sattack,0,h_elliot_dlc_01_sattack
H_Elliot_dlc_01_show,0,h_elliot_dlc_01_show
H_Elliot_dlc_01_specialidle,0,h_elliot_dlc_01_specialidle
H_Elliot_dlc_01_standby,0,h_elliot_dlc_01_standby
H_Elliot_dlc_01_tilt,0,h_elliot_dlc_01_tilt
H_Elliot_dlc_01_tilthit,0,h_elliot_dlc_01_tilthit
H_Elliot_dlc_01_uniqueskills_02,0,h_elliot_dlc_01_uniqueskills_02
H_Elliot_dlc_01_victory,0,h_elliot_dlc_01_victory
H_Elliot_dlc_01_weak,0,h_elliot_dlc_01_weak
H_Genfu_01_holdhand,0,h_genfu_01_holdhand
H_Genfu_01_idle2,0,h_genfu_01_idle2
H_Genfu_01_show,0,h_genfu_01_show
H_Genfu_01_specialidle,0,h_genfu_01_specialidle
H_Hayabusa_01_aisleidle,0,h_hayabusa_01_aisleidle
H_Hayabusa_01_aislestandby,0,h_hayabusa_01_aislestandby
H_Hayabusa_01_attack,0,h_hayabusa_01_attack
H_Hayabusa_01_defend,0,h_hayabusa_01_defend
H_Hayabusa_01_die,0,h_hayabusa_01_die
H_Hayabusa_01_exit,0,h_hayabusa_01_exit
H_Hayabusa_01_hold,0,h_hayabusa_01_hold
H_Hayabusa_01_holdhand,0,h_hayabusa_01_holdhand
H_Hayabusa_01_idle,0,h_hayabusa_01_idle
H_Hayabusa_01_injure,0,h_hayabusa_01_injure
H_Hayabusa_01_lose,0,h_hayabusa_01_lose
H_Hayabusa_01_minskill,0,h_hayabusa_01_minskill
H_Hayabusa_01_open,0,h_hayabusa_01_open
H_Hayabusa_01_parallel,0,h_hayabusa_01_parallel
H_Hayabusa_01_pose,0,h_hayabusa_01_pose
H_Hayabusa_01_restore,0,h_hayabusa_01_restore
H_Hayabusa_01_rotate,0,h_hayabusa_01_rotate
H_Hayabusa_01_run,0,h_hayabusa_01_run
H_Hayabusa_01_run_sliding,0,h_hayabusa_01_run_sliding
H_Hayabusa_01_run_teleposrting,0,h_hayabusa_01_run_teleposrting
H_Hayabusa_01_sattack,0,h_hayabusa_01_sattack
H_Hayabusa_01_specialidle,0,h_hayabusa_01_specialidle
H_Hayabusa_01_standby,0,h_hayabusa_01_standby
H_Hayabusa_01_tilt,0,h_hayabusa_01_tilt
H_Hayabusa_01_tilthit,0,h_hayabusa_01_tilthit
H_Hayabusa_01_turnidle,0,h_hayabusa_01_turnidle
H_Hayabusa_01_uniqueskills,0,h_hayabusa_01_uniqueskills
H_Hayabusa_01_victory,0,h_hayabusa_01_victory
H_Hayabusa_01_weak,0,h_hayabusa_01_weak
H_Hayate_01_aisleidle,0,h_hayate_01_aisleidle
H_Hayate_01_holdhand,0,h_hayate_01_holdhand
H_Hayate_01_idle2,0,h_hayate_01_idle2
H_Hayate_01_loseidle,0,h_hayate_01_loseidle
H_Hayate_01_show,0,h_hayate_01_show
H_Hayate_01_specialidle,0,h_hayate_01_specialidle
H_Hayate_dlc_01_attack,0,h_hayate_dlc_01_attack
H_Hayate_dlc_01_backward,0,h_hayate_dlc_01_backward
H_Hayate_dlc_01_defend,0,h_hayate_dlc_01_defend
H_Hayate_dlc_01_die,0,h_hayate_dlc_01_die
H_Hayate_dlc_01_exit,0,h_hayate_dlc_01_exit
H_Hayate_dlc_01_forward,0,h_hayate_dlc_01_forward
H_Hayate_dlc_01_hold,0,h_hayate_dlc_01_hold
H_Hayate_dlc_01_holdhand,0,h_hayate_dlc_01_holdhand
H_Hayate_dlc_01_idle,0,h_hayate_dlc_01_idle
H_Hayate_dlc_01_idle2,0,h_hayate_dlc_01_idle2
H_Hayate_dlc_01_incline,0,h_hayate_dlc_01_incline
H_Hayate_dlc_01_injure,0,h_hayate_dlc_01_injure
H_Hayate_dlc_01_jump,0,h_hayate_dlc_01_jump
H_Hayate_dlc_01_lose,0,h_hayate_dlc_01_lose
H_Hayate_dlc_01_loseidle,0,h_hayate_dlc_01_loseidle
H_Hayate_dlc_01_minskill,0,h_hayate_dlc_01_minskill
H_Hayate_dlc_01_open,0,h_hayate_dlc_01_open
H_Hayate_dlc_01_parallel,0,h_hayate_dlc_01_parallel
H_Hayate_dlc_01_pose,0,h_hayate_dlc_01_pose
H_Hayate_dlc_01_restore,0,h_hayate_dlc_01_restore
H_Hayate_dlc_01_rotate,0,h_hayate_dlc_01_rotate
H_Hayate_dlc_01_run,0,h_hayate_dlc_01_run
H_Hayate_dlc_01_sattack,0,h_hayate_dlc_01_sattack
H_Hayate_dlc_01_show,0,h_hayate_dlc_01_show
H_Hayate_dlc_01_specialidle,0,h_hayate_dlc_01_specialidle
H_Hayate_dlc_01_standby,0,h_hayate_dlc_01_standby
H_Hayate_dlc_01_tilt,0,h_hayate_dlc_01_tilt
H_Hayate_dlc_01_tilthit,0,h_hayate_dlc_01_tilthit
H_Hayate_dlc_01_uniqueskills,0,h_hayate_dlc_01_uniqueskills
H_Hayate_dlc_01_victory,0,h_hayate_dlc_01_victory
H_Hayate_dlc_01_weak,0,h_hayate_dlc_01_weak
H_HelenadouglasB_01_attack,0,h_helenadouglasb_01_attack
H_HelenadouglasB_01_backward,0,h_helenadouglasb_01_backward
H_HelenadouglasB_01_defend,0,h_helenadouglasb_01_defend
H_HelenadouglasB_01_die,0,h_helenadouglasb_01_die
H_HelenadouglasB_01_exit,0,h_helenadouglasb_01_exit
H_HelenadouglasB_01_forward,0,h_helenadouglasb_01_forward
H_HelenadouglasB_01_hold,0,h_helenadouglasb_01_hold
H_HelenadouglasB_01_holdhand,0,h_helenadouglasb_01_holdhand
H_HelenadouglasB_01_idle,0,h_helenadouglasb_01_idle
H_HelenadouglasB_01_idle2,0,h_helenadouglasb_01_idle2
H_HelenadouglasB_01_incline,0,h_helenadouglasb_01_incline
H_HelenadouglasB_01_injure,0,h_helenadouglasb_01_injure
H_HelenadouglasB_01_jump,0,h_helenadouglasb_01_jump
H_HelenadouglasB_01_lose,0,h_helenadouglasb_01_lose
H_HelenadouglasB_01_minskill,0,h_helenadouglasb_01_minskill
H_HelenadouglasB_01_open,0,h_helenadouglasb_01_open
H_HelenadouglasB_01_parallel,0,h_helenadouglasb_01_parallel
H_HelenadouglasB_01_pose,0,h_helenadouglasb_01_pose
H_HelenadouglasB_01_restore,0,h_helenadouglasb_01_restore
H_HelenadouglasB_01_rotate,0,h_helenadouglasb_01_rotate
H_HelenadouglasB_01_run,0,h_helenadouglasb_01_run
H_HelenadouglasB_01_sattack,0,h_helenadouglasb_01_sattack
H_HelenadouglasB_01_show,0,h_helenadouglasb_01_show
H_HelenadouglasB_01_specialidle,0,h_helenadouglasb_01_specialidle
H_HelenadouglasB_01_standby,0,h_helenadouglasb_01_standby
H_HelenadouglasB_01_tilt,0,h_helenadouglasb_01_tilt
H_HelenadouglasB_01_tilthit,0,h_helenadouglasb_01_tilthit
H_HelenadouglasB_01_uniqueskills,0,h_helenadouglasb_01_uniqueskills
H_HelenadouglasB_01_victory,0,h_helenadouglasb_01_victory
H_HelenadouglasB_01_weak,0,h_helenadouglasb_01_weak
H_Helenadouglas_01_holdhand,0,h_helenadouglas_01_holdhand
H_Helenadouglas_01_idle,0,h_helenadouglas_01_idle
H_Helenadouglas_01_idle2,0,h_helenadouglas_01_idle2
H_Helenadouglas_01_show,0,h_helenadouglas_01_show
H_Helenadouglas_01_specialidle,0,h_helenadouglas_01_specialidle
H_Helenadouglas_01_victory,0,h_helenadouglas_01_victory
H_Helenadouglas_dlc_01_attack,0,h_helenadouglas_dlc_01_attack
H_Helenadouglas_dlc_01_backward,0,h_helenadouglas_dlc_01_backward
H_Helenadouglas_dlc_01_defend,0,h_helenadouglas_dlc_01_defend
H_Helenadouglas_dlc_01_die,0,h_helenadouglas_dlc_01_die
H_Helenadouglas_dlc_01_exit,0,h_helenadouglas_dlc_01_exit
H_Helenadouglas_dlc_01_forward,0,h_helenadouglas_dlc_01_forward
H_Helenadouglas_dlc_01_hold,0,h_helenadouglas_dlc_01_hold
H_Helenadouglas_dlc_01_holdhand,0,h_helenadouglas_dlc_01_holdhand
H_Helenadouglas_dlc_01_idle,0,h_helenadouglas_dlc_01_idle
H_Helenadouglas_dlc_01_idle2,0,h_helenadouglas_dlc_01_idle2
H_Helenadouglas_dlc_01_incline,0,h_helenadouglas_dlc_01_incline
H_Helenadouglas_dlc_01_injure,0,h_helenadouglas_dlc_01_injure
H_Helenadouglas_dlc_01_jump,0,h_helenadouglas_dlc_01_jump
H_Helenadouglas_dlc_01_lose,0,h_helenadouglas_dlc_01_lose
H_Helenadouglas_dlc_01_minskill,0,h_helenadouglas_dlc_01_minskill
H_Helenadouglas_dlc_01_open,0,h_helenadouglas_dlc_01_open
H_Helenadouglas_dlc_01_parallel,0,h_helenadouglas_dlc_01_parallel
H_Helenadouglas_dlc_01_pose,0,h_helenadouglas_dlc_01_pose
H_Helenadouglas_dlc_01_restore,0,h_helenadouglas_dlc_01_restore
H_Helenadouglas_dlc_01_rotate,0,h_helenadouglas_dlc_01_rotate
H_Helenadouglas_dlc_01_run,0,h_helenadouglas_dlc_01_run
H_Helenadouglas_dlc_01_sattack,0,h_helenadouglas_dlc_01_sattack
H_Helenadouglas_dlc_01_specialidle,0,h_helenadouglas_dlc_01_specialidle
H_Helenadouglas_dlc_01_tilt,0,h_helenadouglas_dlc_01_tilt
H_Helenadouglas_dlc_01_tilthit,0,h_helenadouglas_dlc_01_tilthit
H_Helenadouglas_dlc_01_uniqueskills,0,h_helenadouglas_dlc_01_uniqueskills
H_Helenadouglas_dlc_01_weak,0,h_helenadouglas_dlc_01_weak
H_Helenadouglas_dlc_02_attack,0,h_helenadouglas_dlc_02_attack
H_Helenadouglas_dlc_02_backward,0,h_helenadouglas_dlc_02_backward
H_Helenadouglas_dlc_02_defend,0,h_helenadouglas_dlc_02_defend
H_Helenadouglas_dlc_02_die,0,h_helenadouglas_dlc_02_die
H_Helenadouglas_dlc_02_exit,0,h_helenadouglas_dlc_02_exit
H_Helenadouglas_dlc_02_forward,0,h_helenadouglas_dlc_02_forward
H_Helenadouglas_dlc_02_hold,0,h_helenadouglas_dlc_02_hold
H_Helenadouglas_dlc_02_holdhand,0,h_helenadouglas_dlc_02_holdhand
H_Helenadouglas_dlc_02_idle,0,h_helenadouglas_dlc_02_idle
H_Helenadouglas_dlc_02_idle2,0,h_helenadouglas_dlc_02_idle2
H_Helenadouglas_dlc_02_incline,0,h_helenadouglas_dlc_02_incline
H_Helenadouglas_dlc_02_injure,0,h_helenadouglas_dlc_02_injure
H_Helenadouglas_dlc_02_jump,0,h_helenadouglas_dlc_02_jump
H_Helenadouglas_dlc_02_lose,0,h_helenadouglas_dlc_02_lose
H_Helenadouglas_dlc_02_minskill,0,h_helenadouglas_dlc_02_minskill
H_Helenadouglas_dlc_02_open,0,h_helenadouglas_dlc_02_open
H_Helenadouglas_dlc_02_parallel,0,h_helenadouglas_dlc_02_parallel
H_Helenadouglas_dlc_02_pose,0,h_helenadouglas_dlc_02_pose
H_Helenadouglas_dlc_02_restore,0,h_helenadouglas_dlc_02_restore
H_Helenadouglas_dlc_02_rotate,0,h_helenadouglas_dlc_02_rotate
H_Helenadouglas_dlc_02_run,0,h_helenadouglas_dlc_02_run
H_Helenadouglas_dlc_02_sattack,0,h_helenadouglas_dlc_02_sattack
H_Helenadouglas_dlc_02_show,0,h_helenadouglas_dlc_02_show
H_Helenadouglas_dlc_02_specialidle,0,h_helenadouglas_dlc_02_specialidle
H_Helenadouglas_dlc_02_standby,0,h_helenadouglas_dlc_02_standby
H_Helenadouglas_dlc_02_tilt,0,h_helenadouglas_dlc_02_tilt
H_Helenadouglas_dlc_02_tilthit,0,h_helenadouglas_dlc_02_tilthit
H_Helenadouglas_dlc_02_uniqueskills,0,h_helenadouglas_dlc_02_uniqueskills
H_Helenadouglas_dlc_02_victory,0,h_helenadouglas_dlc_02_victory
H_Helenadouglas_dlc_02_weak,0,h_helenadouglas_dlc_02_weak
H_Hitomi_01_attack,0,h_hitomi_01_attack
H_Hitomi_01_defend,0,h_hitomi_01_defend
H_Hitomi_01_die,0,h_hitomi_01_die
H_Hitomi_01_exit,0,h_hitomi_01_exit
H_Hitomi_01_hold,0,h_hitomi_01_hold
H_Hitomi_01_holdhand,0,h_hitomi_01_holdhand
H_Hitomi_01_idle,0,h_hitomi_01_idle
H_Hitomi_01_injure,0,h_hitomi_01_injure
H_Hitomi_01_lose,0,h_hitomi_01_lose
H_Hitomi_01_minskill,0,h_hitomi_01_minskill
H_Hitomi_01_open,0,h_hitomi_01_open
H_Hitomi_01_parallel,0,h_hitomi_01_parallel
H_Hitomi_01_pose,0,h_hitomi_01_pose
H_Hitomi_01_restore,0,h_hitomi_01_restore
H_Hitomi_01_rotate,0,h_hitomi_01_rotate
H_Hitomi_01_run,0,h_hitomi_01_run
H_Hitomi_01_sattack,0,h_hitomi_01_sattack
H_Hitomi_01_specialidle,0,h_hitomi_01_specialidle
H_Hitomi_01_standby,0,h_hitomi_01_standby
H_Hitomi_01_tilt,0,h_hitomi_01_tilt
H_Hitomi_01_tilthit,0,h_hitomi_01_tilthit
H_Hitomi_01_uniqueskills01,0,h_hitomi_01_uniqueskills01
H_Hitomi_01_uniqueskills02,0,h_hitomi_01_uniqueskills02
H_Hitomi_01_uniqueskills03,0,h_hitomi_01_uniqueskills03
H_Hitomi_01_victory,0,h_hitomi_01_victory
H_Hitomi_01_weak,0,h_hitomi_01_weak
H_Honoka_01_attack,0,h_honoka_01_attack
H_Honoka_01_defend,0,h_honoka_01_defend
H_Honoka_01_die,0,h_honoka_01_die
H_Honoka_01_exit,0,h_honoka_01_exit
H_Honoka_01_hold,0,h_honoka_01_hold
H_Honoka_01_holdhand,0,h_honoka_01_holdhand
H_Honoka_01_idle,0,h_honoka_01_idle
H_Honoka_01_injure,0,h_honoka_01_injure
H_Honoka_01_lose,0,h_honoka_01_lose
H_Honoka_01_minskill,0,h_honoka_01_minskill
H_Honoka_01_open,0,h_honoka_01_open
H_Honoka_01_parallel,0,h_honoka_01_parallel
H_Honoka_01_pose,0,h_honoka_01_pose
H_Honoka_01_restore,0,h_honoka_01_restore
H_Honoka_01_rotate,0,h_honoka_01_rotate
H_Honoka_01_run,0,h_honoka_01_run
H_Honoka_01_sattack,0,h_honoka_01_sattack
H_Honoka_01_specialidle,0,h_honoka_01_specialidle
H_Honoka_01_standby,0,h_honoka_01_standby
H_Honoka_01_tilt,0,h_honoka_01_tilt
H_Honoka_01_tilthit,0,h_honoka_01_tilthit
H_Honoka_01_uniqueskills,0,h_honoka_01_uniqueskills
H_Honoka_01_victory,0,h_honoka_01_victory
H_Honoka_01_weak,0,h_honoka_01_weak
H_Honoka_dlc_01_idle,0,h_honoka_dlc_01_idle
H_Honoka_dlc_01_idle2,0,h_honoka_dlc_01_idle2
H_Honoka_dlc_01_specialidle,0,h_honoka_dlc_01_specialidle
H_JanLee_01_show,0,h_janlee_01_show
H_KasumiB_01_aisleidle,0,h_kasumib_01_aisleidle
H_KasumiB_01_aislestandby,0,h_kasumib_01_aislestandby
H_KasumiB_01_amazed,0,h_kasumib_01_amazed
H_KasumiB_01_attack,0,h_kasumib_01_attack
H_KasumiB_01_avglanch,0,h_kasumib_01_avglanch
H_KasumiB_01_avglanchfall,0,h_kasumib_01_avglanchfall
H_KasumiB_01_defend,0,h_kasumib_01_defend
H_KasumiB_01_die,0,h_kasumib_01_die
H_KasumiB_01_exit,0,h_kasumib_01_exit
H_KasumiB_01_hold,0,h_kasumib_01_hold
H_KasumiB_01_holdhand,0,h_kasumib_01_holdhand
H_KasumiB_01_holdhead,0,h_kasumib_01_holdhead
H_KasumiB_01_idle,0,h_kasumib_01_idle
H_KasumiB_01_injure,0,h_kasumib_01_injure
H_KasumiB_01_lose,0,h_kasumib_01_lose
H_KasumiB_01_meditation,0,h_kasumib_01_meditation
H_KasumiB_01_minskill,0,h_kasumib_01_minskill
H_KasumiB_01_nod,0,h_kasumib_01_nod
H_KasumiB_01_open,0,h_kasumib_01_open
H_KasumiB_01_parallel,0,h_kasumib_01_parallel
H_KasumiB_01_pose,0,h_kasumib_01_pose
H_KasumiB_01_restore,0,h_kasumib_01_restore
H_KasumiB_01_rotate,0,h_kasumib_01_rotate
H_KasumiB_01_run,0,h_kasumib_01_run
H_KasumiB_01_run02,0,h_kasumib_01_run02
H_KasumiB_01_sattack,0,h_kasumib_01_sattack
H_KasumiB_01_shakehead,0,h_kasumib_01_shakehead
H_KasumiB_01_specialidle,0,h_kasumib_01_specialidle
H_KasumiB_01_standby,0,h_kasumib_01_standby
H_KasumiB_01_tilt,0,h_kasumib_01_tilt
H_KasumiB_01_tilthit,0,h_kasumib_01_tilthit
H_KasumiB_01_uniqueskills,0,h_kasumib_01_uniqueskills
H_KasumiB_01_victory,0,h_kasumib_01_victory
H_KasumiB_01_weak,0,h_kasumib_01_weak
H_Leifang_01_attack,0,h_leifang_01_attack
H_Leifang_01_defend,0,h_leifang_01_defend
H_Leifang_01_die,0,h_leifang_01_die
H_Leifang_01_exit,0,h_leifang_01_exit
H_Leifang_01_hold,0,h_leifang_01_hold
H_Leifang_01_holdhand,0,h_leifang_01_holdhand
H_Leifang_01_idle,0,h_leifang_01_idle
H_Leifang_01_injure,0,h_leifang_01_injure
H_Leifang_01_lose,0,h_leifang_01_lose
H_Leifang_01_minskill,0,h_leifang_01_minskill
H_Leifang_01_open,0,h_leifang_01_open
H_Leifang_01_parallel,0,h_leifang_01_parallel
H_Leifang_01_pose,0,h_leifang_01_pose
H_Leifang_01_restore,0,h_leifang_01_restore
H_Leifang_01_rotate,0,h_leifang_01_rotate
H_Leifang_01_run,0,h_leifang_01_run
H_Leifang_01_sattack,0,h_leifang_01_sattack
H_Leifang_01_specialidle,0,h_leifang_01_specialidle
H_Leifang_01_standby,0,h_leifang_01_standby
H_Leifang_01_tilt,0,h_leifang_01_tilt
H_Leifang_01_tilthit,0,h_leifang_01_tilthit
H_Leifang_01_uniqueskills,0,h_leifang_01_uniqueskills
H_Leifang_01_victory,0,h_leifang_01_victory
H_Leifang_01_weak,0,h_leifang_01_weak
H_Leifang_dlc_01_attack,0,h_leifang_dlc_01_attack
H_Leifang_dlc_01_backward,0,h_leifang_dlc_01_backward
H_Leifang_dlc_01_defend,0,h_leifang_dlc_01_defend
H_Leifang_dlc_01_die,0,h_leifang_dlc_01_die
H_Leifang_dlc_01_exit,0,h_leifang_dlc_01_exit
H_Leifang_dlc_01_forward,0,h_leifang_dlc_01_forward
H_Leifang_dlc_01_hold,0,h_leifang_dlc_01_hold
H_Leifang_dlc_01_idle,0,h_leifang_dlc_01_idle
H_Leifang_dlc_01_idle2,0,h_leifang_dlc_01_idle2
H_Leifang_dlc_01_incline,0,h_leifang_dlc_01_incline
H_Leifang_dlc_01_injure,0,h_leifang_dlc_01_injure
H_Leifang_dlc_01_jump,0,h_leifang_dlc_01_jump
H_Leifang_dlc_01_lose,0,h_leifang_dlc_01_lose
H_Leifang_dlc_01_minskill,0,h_leifang_dlc_01_minskill
H_Leifang_dlc_01_open,0,h_leifang_dlc_01_open
H_Leifang_dlc_01_parallel,0,h_leifang_dlc_01_parallel
H_Leifang_dlc_01_pose,0,h_leifang_dlc_01_pose
H_Leifang_dlc_01_restore,0,h_leifang_dlc_01_restore
H_Leifang_dlc_01_rotate,0,h_leifang_dlc_01_rotate
H_Leifang_dlc_01_run,0,h_leifang_dlc_01_run
H_Leifang_dlc_01_sattack,0,h_leifang_dlc_01_sattack
H_Leifang_dlc_01_show,0,h_leifang_dlc_01_show
H_Leifang_dlc_01_specialidle,0,h_leifang_dlc_01_specialidle
H_Leifang_dlc_01_tilt,0,h_leifang_dlc_01_tilt
H_Leifang_dlc_01_tilthit,0,h_leifang_dlc_01_tilthit
H_Leifang_dlc_01_uniqueskills,0,h_leifang_dlc_01_uniqueskills
H_Leifang_dlc_01_weak,0,h_leifang_dlc_01_weak
H_Leon_01_attack,0,h_leon_01_attack
H_Leon_01_defend,0,h_leon_01_defend
H_Leon_01_die,0,h_leon_01_die
H_Leon_01_exit,0,h_leon_01_exit
H_Leon_01_hold,0,h_leon_01_hold
H_Leon_01_holdhand,0,h_leon_01_holdhand
H_Leon_01_idle,0,h_leon_01_idle
H_Leon_01_injure,0,h_leon_01_injure
H_Leon_01_lose,0,h_leon_01_lose
H_Leon_01_minskill,0,h_leon_01_minskill
H_Leon_01_open,0,h_leon_01_open
H_Leon_01_parallel,0,h_leon_01_parallel
H_Leon_01_pose,0,h_leon_01_pose
H_Leon_01_restore,0,h_leon_01_restore
H_Leon_01_rotate,0,h_leon_01_rotate
H_Leon_01_run,0,h_leon_01_run
H_Leon_01_sattack,0,h_leon_01_sattack
H_Leon_01_specialidle,0,h_leon_01_specialidle
H_Leon_01_standby,0,h_leon_01_standby
H_Leon_01_tilt,0,h_leon_01_tilt
H_Leon_01_tilthit,0,h_leon_01_tilthit
H_Leon_01_uniqueskills,0,h_leon_01_uniqueskills
H_Leon_01_victory,0,h_leon_01_victory
H_Leon_01_weak,0,h_leon_01_weak
H_Phase4_dlc_01_restore,0,h_phase4_dlc_01_restore
H_Rig_01_holdhand,0,h_rig_01_holdhand
H_Rig_01_idle2,0,h_rig_01_idle2
H_Rig_01_open,0,h_rig_01_open
H_Rig_01_show,0,h_rig_01_show
H_Rig_01_specialidle,0,h_rig_01_specialidle
H_Rig_dlc_01_attack,0,h_rig_dlc_01_attack
H_Rig_dlc_01_backward,0,h_rig_dlc_01_backward
H_Rig_dlc_01_defend,0,h_rig_dlc_01_defend
H_Rig_dlc_01_die,0,h_rig_dlc_01_die
H_Rig_dlc_01_exit,0,h_rig_dlc_01_exit
H_Rig_dlc_01_forward,0,h_rig_dlc_01_forward
H_Rig_dlc_01_hold,0,h_rig_dlc_01_hold
H_Rig_dlc_01_holdhand,0,h_rig_dlc_01_holdhand
H_Rig_dlc_01_idle,0,h_rig_dlc_01_idle
H_Rig_dlc_01_idle2,0,h_rig_dlc_01_idle2
H_Rig_dlc_01_incline,0,h_rig_dlc_01_incline
H_Rig_dlc_01_injure,0,h_rig_dlc_01_injure
H_Rig_dlc_01_jump,0,h_rig_dlc_01_jump
H_Rig_dlc_01_lose,0,h_rig_dlc_01_lose
H_Rig_dlc_01_minskill,0,h_rig_dlc_01_minskill
H_Rig_dlc_01_open,0,h_rig_dlc_01_open
H_Rig_dlc_01_parallel,0,h_rig_dlc_01_parallel
H_Rig_dlc_01_pose,0,h_rig_dlc_01_pose
H_Rig_dlc_01_restore,0,h_rig_dlc_01_restore
H_Rig_dlc_01_rotate,0,h_rig_dlc_01_rotate
H_Rig_dlc_01_run,0,h_rig_dlc_01_run
H_Rig_dlc_01_sattack,0,h_rig_dlc_01_sattack
H_Rig_dlc_01_show,0,h_rig_dlc_01_show
H_Rig_dlc_01_specialidle,0,h_rig_dlc_01_specialidle
H_Rig_dlc_01_tilt,0,h_rig_dlc_01_tilt
H_Rig_dlc_01_tilthit,0,h_rig_dlc_01_tilthit
H_Rig_dlc_01_uniqueskills,0,h_rig_dlc_01_uniqueskills
H_Rig_dlc_01_victory,0,h_rig_dlc_01_victory
H_Rig_dlc_01_weak,0,h_rig_dlc_01_weak
H_Tina_01_attack,0,h_tina_01_attack
H_Tina_01_defend,0,h_tina_01_defend
H_Tina_01_die,0,h_tina_01_die
H_Tina_01_exit,0,h_tina_01_exit
H_Tina_01_hold,0,h_tina_01_hold
H_Tina_01_holdhand,0,h_tina_01_holdhand
H_Tina_01_idle,0,idle
H_Tina_01_injure,0,h_tina_01_injure
H_Tina_01_lose,0,h_tina_01_lose
H_Tina_01_minskill,0,h_tina_01_minskill
H_Tina_01_open,0,h_tina_01_open
H_Tina_01_parallel,0,h_tina_01_parallel
H_Tina_01_pose,0,h_tina_01_pose
H_Tina_01_restore,0,h_tina_01_restore
H_Tina_01_rotate,0,h_tina_01_rotate
H_Tina_01_run,0,h_tina_01_run
H_Tina_01_sattack,0,h_tina_01_sattack
H_Tina_01_specialidle,0,h_tina_01_specialidle
H_Tina_01_standby,0,h_tina_01_standby
H_Tina_01_tilt,0,h_tina_01_tilt
H_Tina_01_tilthit,0,h_tina_01_tilthit
H_Tina_01_uniqueskills,0,h_tina_01_uniqueskills
H_Tina_01_victory,0,h_tina_01_victory
H_Tina_01_weak,0,h_tina_01_weak
H_Zack_01_holdhand,0,h_zack_01_holdhand
H_Zack_01_idle2,0,h_zack_01_idle2
H_Zack_01_show,0,h_zack_01_show
H_Zack_01_specialidle,0,h_zack_01_specialidle
H_ayane_01_aisleidle,0,h_ayane_01_aisleidle
H_ayane_01_idle,0,h_ayane_01_idle
H_ayane_01_specialidle,0,h_ayane_01_specialidle
H_elliot_01_pose,0,h_elliot_01_pose
H_hayateB_01_attack,0,h_hayateb_01_attack
H_hayateB_01_backward,0,h_hayateb_01_backward
H_hayateB_01_defend,0,h_hayateb_01_defend
H_hayateB_01_die,0,h_hayateb_01_die
H_hayateB_01_doubleuniqueskills,0,h_hayateb_01_doubleuniqueskills
H_hayateB_01_exit,0,h_hayateb_01_exit
H_hayateB_01_forward,0,h_hayateb_01_forward
H_hayateB_01_hold,0,h_hayateb_01_hold
H_hayateB_01_holdhand,0,h_hayateb_01_holdhand
H_hayateB_01_idle,0,h_hayateb_01_idle
H_hayateB_01_idle2,0,h_hayateb_01_idle2
H_hayateB_01_incline,0,h_hayateb_01_incline
H_hayateB_01_injure,0,h_hayateb_01_injure
H_hayateB_01_jump,0,h_hayateb_01_jump
H_hayateB_01_lose,0,h_hayateb_01_lose
H_hayateB_01_minskill,0,h_hayateb_01_minskill
H_hayateB_01_open,0,h_hayateb_01_open
H_hayateB_01_parallel,0,h_hayateb_01_parallel
H_hayateB_01_pose,0,h_hayateb_01_pose
H_hayateB_01_restore,0,h_hayateb_01_restore
H_hayateB_01_rotate,0,h_hayateb_01_rotate
H_hayateB_01_run,0,h_hayateb_01_run
H_hayateB_01_sattack,0,h_hayateb_01_sattack
H_hayateB_01_specialidle,0,h_hayateb_01_specialidle
H_hayateB_01_standby,0,h_hayateb_01_standby
H_hayateB_01_tilt,0,h_hayateb_01_tilt
H_hayateB_01_tilthit,0,h_hayateb_01_tilthit
H_hayateB_01_uniqueskills,0,h_hayateb_01_uniqueskills
H_hayateB_01_victory,0,h_hayateb_01_victory
H_hayateB_01_weak,0,h_hayateb_01_weak
H_honoka_dlc_01_attack,0,h_honoka_dlc_01_attack
H_honoka_dlc_01_backward,0,h_honoka_dlc_01_backward
H_honoka_dlc_01_defend,0,h_honoka_dlc_01_defend
H_honoka_dlc_01_die,0,h_honoka_dlc_01_die
H_honoka_dlc_01_exit,0,h_honoka_dlc_01_exit
H_honoka_dlc_01_forward,0,h_honoka_dlc_01_forward
H_honoka_dlc_01_hold,0,h_honoka_dlc_01_hold
H_honoka_dlc_01_incline,0,h_honoka_dlc_01_incline
H_honoka_dlc_01_injure,0,h_honoka_dlc_01_injure
H_honoka_dlc_01_jump,0,h_honoka_dlc_01_jump
H_honoka_dlc_01_lose,0,h_honoka_dlc_01_lose
H_honoka_dlc_01_minskill,0,h_honoka_dlc_01_minskill
H_honoka_dlc_01_open,0,h_honoka_dlc_01_open
H_honoka_dlc_01_parallel,0,h_honoka_dlc_01_parallel
H_honoka_dlc_01_restore,0,h_honoka_dlc_01_restore
H_honoka_dlc_01_rotate,0,h_honoka_dlc_01_rotate
