资源名称,内存大小,内建资源,资源类型,被引用的个数,对应的AB包名称
material_power,30432,False,texture,1,material_power
name_dikuang 1,90371,False,texture,1,name_dikuang 1
negative1,721915,False,texture,1,negative1
negative2,721915,False,texture,1,negative2
negative3,721915,False,texture,1,negative3
negative4,721915,False,texture,1,negative4
negative5,721915,False,texture,1,negative5
niudan_head_1000000,48035,False,texture,1,niudan_head_1000000
niudan_head_1001000,48035,False,texture,1,niudan_head_1001000
niudan_head_1002000,48035,False,texture,1,niudan_head_1002000
niudan_head_1003000,48035,False,texture,1,niudan_head_1003000
niudan_head_1004000,48035,False,texture,1,niudan_head_1004000
niudan_head_1005000,48035,False,texture,1,niudan_head_1005000
niudan_head_1006000,48035,False,texture,1,niudan_head_1006000
niudan_head_1007000,48035,False,texture,1,niudan_head_1007000
niudan_head_1008000,48035,False,texture,1,niudan_head_1008000
niudan_head_1009000,48035,False,texture,1,niudan_head_1009000
niudan_head_1010000,48035,False,texture,1,niudan_head_1010000
niudan_head_1011000,48035,False,texture,1,niudan_head_1011000
niudan_head_1012000,48035,False,texture,1,niudan_head_1012000
niudan_head_1013000,48035,False,texture,1,niudan_head_1013000
niudan_head_1014000,48035,False,texture,1,niudan_head_1014000
niudan_head_1015000,48035,False,texture,1,niudan_head_1015000
niudan_head_1016000,48035,False,texture,1,niudan_head_1016000
niudan_head_1017000,48035,False,texture,1,niudan_head_1017000
niudan_head_1018000,48035,False,texture,1,niudan_head_1018000
niudan_head_1019000,48035,False,texture,1,niudan_head_1019000
niudan_head_1020000,48035,False,texture,1,niudan_head_1020000
niudan_head_1021000,48035,False,texture,1,niudan_head_1021000
niudan_head_1022000,48035,False,texture,1,niudan_head_1022000
niudan_head_1023000,48035,False,texture,1,niudan_head_1023000
niudan_head_1024000,48035,False,texture,1,niudan_head_1024000
niudan_head_1025000,48035,False,texture,1,niudan_head_1025000
niudan_head_1026000,48035,False,texture,1,niudan_head_1026000
niudan_head_1027000,48035,False,texture,1,niudan_head_1027000
niudan_head_1028000,48035,False,texture,1,niudan_head_1028000
niudan_head_1029000,48035,False,texture,1,niudan_head_1029000
niudan_head_1030000,48035,False,texture,1,niudan_head_1030000
niudan_head_1030002,48035,False,texture,1,niudan_head_1030002
niudan_head_1031000,48035,False,texture,1,niudan_head_1031000
niudan_head_1035000,48035,False,texture,1,niudan_head_1035000
niudan_head_1036000,48035,False,texture,1,niudan_head_1036000
niudan_head_1037000,48035,False,texture,1,niudan_head_1037000
niudan_head_1041000,48035,False,texture,1,niudan_head_1041000
niudan_hero_1000000,1374275,False,texture,1,niudan_hero_1000000
niudan_hero_1000001,945155,False,texture,1,niudan_hero_1000001
niudan_hero_1001000,996995,False,texture,1,niudan_hero_1001000
niudan_hero_1001001,967779,False,texture,1,niudan_hero_1001001
niudan_hero_1002000,889091,False,texture,1,niudan_hero_1002000
niudan_hero_1002001,968195,False,texture,1,niudan_hero_1002001
niudan_hero_1003000,956675,False,texture,1,niudan_hero_1003000
niudan_hero_1004000,944003,False,texture,1,niudan_hero_1004000
niudan_hero_1004001,758531,False,texture,1,niudan_hero_1004001
niudan_hero_1005000,910595,False,texture,1,niudan_hero_1005000
niudan_hero_1005001,881795,False,texture,1,niudan_hero_1005001
niudan_hero_1006000,1089603,False,texture,1,niudan_hero_1006000
niudan_hero_1007000,957091,False,texture,1,niudan_hero_1007000
niudan_hero_1008000,916995,False,texture,1,niudan_hero_1008000
niudan_hero_1008001,797955,False,texture,1,niudan_hero_1008001
niudan_hero_1009000,979715,False,texture,1,niudan_hero_1009000
niudan_hero_1009001,952643,False,texture,1,niudan_hero_1009001
niudan_hero_1010000,935075,False,texture,1,niudan_hero_1010000
niudan_hero_1010001,883395,False,texture,1,niudan_hero_1010001
niudan_hero_1011000,858755,False,texture,1,niudan_hero_1011000
niudan_hero_1011001,1020035,False,texture,1,niudan_hero_1011001
niudan_hero_1012000,939395,False,texture,1,niudan_hero_1012000
niudan_hero_1013000,834051,False,texture,1,niudan_hero_1013000
niudan_hero_1013001,841475,False,texture,1,niudan_hero_1013001
niudan_hero_1014000,801155,False,texture,1,niudan_hero_1014000
niudan_hero_1015000,945155,False,texture,1,niudan_hero_1015000
niudan_hero_1016000,797955,False,texture,1,niudan_hero_1016000
niudan_hero_1016001,881795,False,texture,1,niudan_hero_1016001
niudan_hero_1017000,927875,False,texture,1,niudan_hero_1017000
niudan_hero_1018000,876035,False,texture,1,niudan_hero_1018000
niudan_hero_1019000,841987,False,texture,1,niudan_hero_1019000
niudan_hero_1019001,885827,False,texture,1,niudan_hero_1019001
niudan_hero_1020000,733699,False,texture,1,niudan_hero_1020000
niudan_hero_1020001,985475,False,texture,1,niudan_hero_1020001
niudan_hero_1021000,866307,False,texture,1,niudan_hero_1021000
niudan_hero_1022000,945635,False,texture,1,niudan_hero_1022000
niudan_hero_1022001,974531,False,texture,1,niudan_hero_1022001
niudan_hero_1023000,806915,False,texture,1,niudan_hero_1023000
niudan_hero_1023001,908099,False,texture,1,niudan_hero_1023001
niudan_hero_1024000,945155,False,texture,1,niudan_hero_1024000
niudan_hero_1025000,929795,False,texture,1,niudan_hero_1025000
niudan_hero_1026000,930371,False,texture,1,niudan_hero_1026000
niudan_hero_1027000,911875,False,texture,1,niudan_hero_1027000
niudan_hero_1027001,822787,False,texture,1,niudan_hero_1027001
niudan_hero_1028000,816515,False,texture,1,niudan_hero_1028000
niudan_hero_1028001,852995,False,texture,1,niudan_hero_1028001
niudan_hero_1029000,844451,False,texture,1,niudan_hero_1029000
niudan_hero_1030000,1020099,False,texture,1,niudan_hero_1030000
niudan_hero_1030002,945155,False,texture,1,niudan_hero_1030002
niudan_hero_1031000,958115,False,texture,1,niudan_hero_1031000
niudan_hero_1035000,996995,False,texture,1,niudan_hero_1035000
niudan_hero_1035000_1,1119003,False,texture,1,niudan_hero_1035000_1
niudan_hero_1035001,979715,False,texture,1,niudan_hero_1035001
niudan_hero_1036000,916355,False,texture,1,niudan_hero_1036000
niudan_hero_1037000,870275,False,texture,1,niudan_hero_1037000
niudan_hero_1041000,1025795,False,texture,1,niudan_hero_1041000
niudan_name_1001000,25603,False,texture,1,niudan_name_1001000
niudan_name_1002000,14352,False,texture,1,niudan_name_1002000
niudan_name_1003000,19248,False,texture,1,niudan_name_1003000
niudan_name_1004000,14832,False,texture,1,niudan_name_1004000
niudan_name_1005000,21635,False,texture,1,niudan_name_1005000
niudan_name_1006000,30083,False,texture,1,niudan_name_1006000
niudan_name_1007000,25155,False,texture,1,niudan_name_1007000
niudan_name_1008000,21635,False,texture,1,niudan_name_1008000
niudan_name_1009000,15792,False,texture,1,niudan_name_1009000
niudan_name_1010000,14832,False,texture,1,niudan_name_1010000
niudan_name_1011000,14352,False,texture,1,niudan_name_1011000
niudan_name_1012000,14352,False,texture,1,niudan_name_1012000
niudan_name_1013000,14352,False,texture,1,niudan_name_1013000
niudan_name_1014000,21635,False,texture,1,niudan_name_1014000
niudan_name_1015000,14352,False,texture,1,niudan_name_1015000
niudan_name_1016000,6704,False,texture,1,niudan_name_1016000
niudan_name_1017000,14832,False,texture,1,niudan_name_1017000
niudan_name_1018000,7632,False,texture,1,niudan_name_1018000
niudan_name_1019000,14352,False,texture,1,niudan_name_1019000
niudan_name_1020000,14352,False,texture,1,niudan_name_1020000
niudan_name_1021000,27875,False,texture,1,niudan_name_1021000
niudan_name_1022000,14352,False,texture,1,niudan_name_1022000
niudan_name_1023000,6704,False,texture,1,niudan_name_1023000
niudan_name_1024000,30755,False,texture,1,niudan_name_1024000
niudan_name_1025000,14832,False,texture,1,niudan_name_1025000
niudan_name_1026000,14832,False,texture,1,niudan_name_1026000
niudan_name_1027000,14352,False,texture,1,niudan_name_1027000
niudan_name_1028000,14352,False,texture,1,niudan_name_1028000
niudan_name_1029000,14832,False,texture,1,niudan_name_1029000
niudan_name_1030000,25155,False,texture,1,niudan_name_1030000
niudan_name_1031000,30755,False,texture,1,niudan_name_1031000
niudan_name_1035000,14832,False,texture,1,niudan_name_1035000
niudan_name_1036000,157355,False,texture,1,niudan_name_1036000
niudan_name_1037000,157355,False,texture,1,niudan_name_1037000
niudan_name_1041000,98203,False,texture,1,niudan_name_1041000
num_jjc2_0,164436,False,texture,1,font
num_jjc_0,140436,False,texture,1,font
picture_level10_bg,576521,False,texture,1,picture_level10_bg
picture_level10_bg_2,576521,False,texture,1,picture_level10_bg_2
picture_level10_bg_3,576521,False,texture,1,picture_level10_bg_3
picture_level10_mt1,393731,False,texture,1,picture_level10_mt1
picture_level10_mt1_1,262659,False,texture,1,picture_level10_mt1_1
picture_level10_mt1_1_1,262659,False,texture,1,picture_level10_mt1_1_1
picture_level10_mt2,262659,False,texture,1,picture_level10_mt2
picture_level10_mt2_2,262659,False,texture,1,picture_level10_mt2_2
picture_level10_mt2_2_2,262659,False,texture,1,picture_level10_mt2_2_2
picture_level10_mt3,262659,False,texture,1,picture_level10_mt3
picture_level10_mt3_3,262659,False,texture,1,picture_level10_mt3_3
picture_level10_mt3_3_3,262659,False,texture,1,picture_level10_mt3_3_3
picture_level11_bg,346121,False,texture,1,picture_level11_bg
picture_level11_bg_2,346121,False,texture,1,picture_level11_bg_2
picture_level11_bg_3,346121,False,texture,1,picture_level11_bg_3
picture_level11_hxdy1,393731,False,texture,1,picture_level11_hxdy1
picture_level11_hxdy1_1,262659,False,texture,1,picture_level11_hxdy1_1
picture_level11_hxdy1_1_1,262659,False,texture,1,picture_level11_hxdy1_1_1
picture_level11_hxdy2,262659,False,texture,1,picture_level11_hxdy2
picture_level11_hxdy2_2,262659,False,texture,1,picture_level11_hxdy2_2
picture_level11_hxdy2_2_2,262659,False,texture,1,picture_level11_hxdy2_2_2
picture_level11_hxdy3,262659,False,texture,1,picture_level11_hxdy3
picture_level11_hxdy3_3,262659,False,texture,1,picture_level11_hxdy3_3
picture_level11_hxdy3_3_3,262659,False,texture,1,picture_level11_hxdy3_3_3
picture_level12_bg,346121,False,texture,1,picture_level12_bg
picture_level12_bg_2,346121,False,texture,1,picture_level12_bg_2
picture_level12_bg_3,576521,False,texture,1,picture_level12_bg_3
picture_level12_trj1,393731,False,texture,1,picture_level12_trj1
picture_level12_trj1_1,393731,False,texture,1,picture_level12_trj1_1
picture_level12_trj1_1_1,262659,False,texture,1,picture_level12_trj1_1_1
picture_level12_trj2,262659,False,texture,1,picture_level12_trj2
picture_level12_trj2_2,262659,False,texture,1,picture_level12_trj2_2
picture_level12_trj2_2_2,262659,False,texture,1,picture_level12_trj2_2_2
picture_level12_trj3,262659,False,texture,1,picture_level12_trj3
picture_level12_trj3_3,262659,False,texture,1,picture_level12_trj3_3
picture_level12_trj3_3_3,262659,False,texture,1,picture_level12_trj3_3_3
picture_level1_bg,346121,False,texture,1,picture_level1_bg
picture_level1_bg_2,346121,False,texture,1,picture_level1_bg_2
picture_level1_bg_3,576521,False,texture,1,picture_level1_bg_3
picture_level1_zjc1,393731,False,texture,1,picture_level1_zjc1
picture_level1_zjc1_1,393731,False,texture,1,picture_level1_zjc1_1
picture_level1_zjc1_1_1,393731,False,texture,1,picture_level1_zjc1_1_1
picture_level1_zjc2,262659,False,texture,1,picture_level1_zjc2
picture_level1_zjc2_2,262659,False,texture,1,picture_level1_zjc2_2
picture_level1_zjc2_2_2,262659,False,texture,1,picture_level1_zjc2_2_2
picture_level1_zjc3,262659,False,texture,1,picture_level1_zjc3
picture_level1_zjc3_3,262659,False,texture,1,picture_level1_zjc3_3
picture_level1_zjc3_3_3,262659,False,texture,1,picture_level1_zjc3_3_3
picture_level2_bg,131587,False,texture,1,picture_level2_bg
picture_level2_bg_2,131587,False,texture,1,picture_level2_bg_2
picture_level2_bg_3,131587,False,texture,1,picture_level2_bg_3
picture_level2_sm1,262659,False,texture,1,picture_level2_sm1
picture_level2_sm1_1,262659,False,texture,1,picture_level2_sm1_1
picture_level2_sm1_1_1,262659,False,texture,1,picture_level2_sm1_1_1
picture_level2_sm2,262659,False,texture,1,picture_level2_sm2
picture_level2_sm2_2,262659,False,texture,1,picture_level2_sm2_2
picture_level2_sm2_2_2,262659,False,texture,1,picture_level2_sm2_2_2
picture_level2_sm3,262659,False,texture,1,picture_level2_sm3
picture_level2_sm3_3,262659,False,texture,1,picture_level2_sm3_3
picture_level2_sm3_3_3,262659,False,texture,1,picture_level2_sm3_3_3
picture_level3_bg,131587,False,texture,1,picture_level3_bg
picture_level3_bg_2,131587,False,texture,1,picture_level3_bg_2
picture_level3_bg_3,131587,False,texture,1,picture_level3_bg_3
picture_level3_mas1,262659,False,texture,1,picture_level3_mas1
picture_level3_mas1_1,262659,False,texture,1,picture_level3_mas1_1
picture_level3_mas1_1_1,262659,False,texture,1,picture_level3_mas1_1_1
picture_level3_mas2,262659,False,texture,1,picture_level3_mas2
picture_level3_mas2_2,262659,False,texture,1,picture_level3_mas2_2
picture_level3_mas2_2_2,262659,False,texture,1,picture_level3_mas2_2_2
picture_level3_mas3,262659,False,texture,1,picture_level3_mas3
picture_level3_mas3_3,262659,False,texture,1,picture_level3_mas3_3
picture_level3_mas3_3_3,262659,False,texture,1,picture_level3_mas3_3_3
picture_level4_bg,131587,False,texture,1,picture_level4_bg
picture_level4_bg_2,131587,False,texture,1,picture_level4_bg_2
picture_level4_bg_3,131587,False,texture,1,picture_level4_bg_3
picture_level4_rzc1,262659,False,texture,1,picture_level4_rzc1
picture_level4_rzc1_1,262659,False,texture,1,picture_level4_rzc1_1
picture_level4_rzc1_1_1,262659,False,texture,1,picture_level4_rzc1_1_1
picture_level4_rzc2,262659,False,texture,1,picture_level4_rzc2
picture_level4_rzc2_2,262659,False,texture,1,picture_level4_rzc2_2
picture_level4_rzc2_2_2,262659,False,texture,1,picture_level4_rzc2_2_2
picture_level4_rzc3,262659,False,texture,1,picture_level4_rzc3
picture_level4_rzc3_3,262659,False,texture,1,picture_level4_rzc3_3
picture_level4_rzc3_3_3,262659,False,texture,1,picture_level4_rzc3_3_3
picture_level5_bg,131587,False,texture,1,picture_level5_bg
picture_level5_bg_2,131587,False,texture,1,picture_level5_bg_2
picture_level5_bg_3,131587,False,texture,1,picture_level5_bg_3
picture_level5_dy1,262659,False,texture,1,picture_level5_dy1
picture_level5_dy1_1,262659,False,texture,1,picture_level5_dy1_1
picture_level5_dy1_1_1,262659,False,texture,1,picture_level5_dy1_1_1
picture_level5_dy2,262659,False,texture,1,picture_level5_dy2
picture_level5_dy2_2,262659,False,texture,1,picture_level5_dy2_2
picture_level5_dy2_2_2,262659,False,texture,1,picture_level5_dy2_2_2
picture_level5_dy3,262659,False,texture,1,picture_level5_dy3
picture_level5_dy3_3,262659,False,texture,1,picture_level5_dy3_3
picture_level5_dy3_3_3,262659,False,texture,1,picture_level5_dy3_3_3
picture_level6_bg,131587,False,texture,1,picture_level6_bg
picture_level6_bg_2,131587,False,texture,1,picture_level6_bg_2
picture_level6_bg_3,131587,False,texture,1,picture_level6_bg_3
picture_level6_jd1,262659,False,texture,1,picture_level6_jd1
picture_level6_jd1_1,262659,False,texture,1,picture_level6_jd1_1
picture_level6_jd1_1_1,262659,False,texture,1,picture_level6_jd1_1_1
picture_level6_jd2,262659,False,texture,1,picture_level6_jd2
picture_level6_jd2_2,262659,False,texture,1,picture_level6_jd2_2
picture_level6_jd2_2_2,262659,False,texture,1,picture_level6_jd2_2_2
picture_level6_jd3,262659,False,texture,1,picture_level6_jd3
picture_level6_jd3_3,262659,False,texture,1,picture_level6_jd3_3
picture_level6_jd3_3_3,262659,False,texture,1,picture_level6_jd3_3_3
picture_level7_bg,131587,False,texture,1,picture_level7_bg
picture_level7_bg_2,131587,False,texture,1,picture_level7_bg_2
picture_level7_bg_3,131587,False,texture,1,picture_level7_bg_3
picture_level7_mxt1,262659,False,texture,1,picture_level7_mxt1
picture_level7_mxt1_1,262659,False,texture,1,picture_level7_mxt1_1
picture_level7_mxt1_1_1,262659,False,texture,1,picture_level7_mxt1_1_1
picture_level7_mxt2,262659,False,texture,1,picture_level7_mxt2
picture_level7_mxt2_2,262659,False,texture,1,picture_level7_mxt2_2
picture_level7_mxt2_2_2,262659,False,texture,1,picture_level7_mxt2_2_2
picture_level7_mxt3,262659,False,texture,1,picture_level7_mxt3
picture_level7_mxt3_3,262659,False,texture,1,picture_level7_mxt3_3
picture_level7_mxt3_3_3,262659,False,texture,1,picture_level7_mxt3_3_3
picture_level8_bg,346121,False,texture,1,picture_level8_bg
picture_level8_bg_2,346121,False,texture,1,picture_level8_bg_2
picture_level8_bg_3,346121,False,texture,1,picture_level8_bg_3
picture_level8_hc1,262659,False,texture,1,picture_level8_hc1
picture_level8_hc1_1,262659,False,texture,1,picture_level8_hc1_1
picture_level8_hc1_1_1,262659,False,texture,1,picture_level8_hc1_1_1
picture_level8_hc2,262659,False,texture,1,picture_level8_hc2
picture_level8_hc2_2,262659,False,texture,1,picture_level8_hc2_2
picture_level8_hc2_2_2,262659,False,texture,1,picture_level8_hc2_2_2
picture_level8_hc3,262659,False,texture,1,picture_level8_hc3
picture_level8_hc3_3,262659,False,texture,1,picture_level8_hc3_3
picture_level8_hc3_3_3,262659,False,texture,1,picture_level8_hc3_3_3
picture_level9_bg,346121,False,texture,1,picture_level9_bg
picture_level9_bg_2,346121,False,texture,1,picture_level9_bg_2
picture_level9_bg_3,346121,False,texture,1,picture_level9_bg_3
picture_level9_gb1,262659,False,texture,1,picture_level9_gb1
picture_level9_gb1_1,262659,False,texture,1,picture_level9_gb1_1
picture_level9_gb1_1_1,262659,False,texture,1,picture_level9_gb1_1_1
picture_level9_gb2,262659,False,texture,1,picture_level9_gb2
picture_level9_gb2_2,262659,False,texture,1,picture_level9_gb2_2
picture_level9_gb2_2_2,262659,False,texture,1,picture_level9_gb2_2_2
picture_level9_gb3,262659,False,texture,1,picture_level9_gb3
picture_level9_gb3_3,262659,False,texture,1,picture_level9_gb3_3
picture_level9_gb3_3_3,262659,False,texture,1,picture_level9_gb3_3_3
picture_level_2110001,66051,False,texture,1,picture_level_2110001
picture_level_2110002,66051,False,texture,1,picture_level_2110002
picture_level_2110003,66051,False,texture,1,picture_level_2110003
picture_level_2110004,66051,False,texture,1,picture_level_2110004
picture_level_2110005,66051,False,texture,1,picture_level_2110005
picture_level_2110006,66051,False,texture,1,picture_level_2110006
picture_level_2110007,66051,False,texture,1,picture_level_2110007
picture_level_2110008,66051,False,texture,1,picture_level_2110008
picture_level_2110009,66051,False,texture,1,picture_level_2110009
picture_level_2110010,66051,False,texture,1,picture_level_2110010
picture_level_2110011,66051,False,texture,1,picture_level_2110011
picture_level_2110012,66051,False,texture,1,picture_level_2110012
picture_level_2210101,66051,False,texture,1,picture_level_2210101
playerexp_4060001,21600,False,texture,1,playerexp_4060001
pool_frame_clht,6019787,False,texture,1,pool_frame_clht
pp_zhezhao,131416,False,texture,10,eff_ui_uiarena_jiangbei_open_01,eff_ui_uiarena_jiangbei_open_02,eff_ui_uiarena_jiangbei_open_03,eff_ui_uiarena_jiangbei_open_04,eff_ui_uiarena_jiangbei_open_05,eff_ui_uiarena_jiangbei_open_06,eff_ui_uiarena_jiangbei_open_07,eff_ui_uiarena_jiangbei_open_08,eff_ui_uiarena_jiangbei_open_09,eff_ui_uiarena_jiangbei_open_10
re_xue_ying_hao,112067,False,texture,1,re_xue_ying_hao
recharge_frame,1695307,False,texture,1,recharge_frame
recharge_hero,4027915,False,texture,1,recharge_hero
recharge_ornament1,14572,False,texture,1,uitexture_activity
recharge_ornament2,22836,False,texture,1,uitexture_activity
recharge_ornament3,34420,False,texture,1,uitexture_activity
recharge_title,793483,False,texture,1,recharge_title
rou_dan_zhan_che,112067,False,texture,1,rou_dan_zhan_che
round_num_0,53236,False,texture,1,font
s_fadai,85783,False,texture,1,s_fadai
s_htoufa,200503,False,texture,1,s_htoufa
s_lelian,67123,False,texture,1,s_lelian
s_lelian2,67123,False,texture,1,s_lelian2
s_leyan,6888,False,texture,1,s_leyan
s_liuhai1,8464,False,texture,1,s_liuhai1
s_liuhai2,26091,False,texture,1,s_liuhai2
s_liuhai3,28187,False,texture,1,s_liuhai3
s_shengqilian,100423,False,texture,1,s_shengqilian
s_shengqilian2,100423,False,texture,1,s_shengqilian2
s_shengqilian3,100423,False,texture,1,s_shengqilian3
s_shenti,463003,False,texture,1,s_shenti
s_xiaolian,100423,False,texture,1,s_xiaolian
sad_1,1051795,False,texture,1,sad_1
sad_10,1051795,False,texture,1,sad_10
sad_2,1051795,False,texture,1,sad_2
sad_3,1051795,False,texture,1,sad_3
sad_4,1051795,False,texture,1,sad_4
sad_5,1051795,False,texture,1,sad_5
sad_6,1051795,False,texture,1,sad_6
sad_7,1051795,False,texture,1,sad_7
sad_8,1051795,False,texture,1,sad_8
scene_bg1,151881,False,texture,1,scene_bg1
scene_bg2,151881,False,texture,1,scene_bg2
scene_bg4,91337,False,texture,1,uitexture_info
scene_bg5,91254,False,texture,1,uitexture_info
scene_bg_lock,151881,False,texture,1,scene_bg_lock
sente_frame1,160995,False,texture,1,sente_frame1
sente_frame2,318467,False,texture,1,sente_frame2
sente_frame3,352691,False,texture,1,sente_frame3
sente_information_bg,547715,False,texture,1,sente_information_bg
sente_name1,40835,False,texture,1,sente_name1
sente_title1,89219,False,texture,1,sente_title1
seven_hero,132995,False,texture,1,seven_hero
seven_hero2,124547,False,texture,1,seven_hero2
shade3,212483,False,texture,1,shade3
share_pic_1001001,524803,False,texture,1,share_pic_1001001
share_pic_1001002,524803,False,texture,1,share_pic_1001002
share_pic_1002001,524803,False,texture,1,share_pic_1002001
share_pic_1002002,524803,False,texture,1,share_pic_1002002
share_pic_1003001,524803,False,texture,1,share_pic_1003001
share_pic_10037000,524803,False,texture,1,share_pic_10037000
share_pic_1004001,524803,False,texture,1,share_pic_1004001
share_pic_1004002,524803,False,texture,1,share_pic_1004002
share_pic_1005001,524803,False,texture,1,share_pic_1005001
share_pic_1005002,524803,False,texture,1,share_pic_1005002
share_pic_1006001,524803,False,texture,1,share_pic_1006001
share_pic_1007001,524803,False,texture,1,share_pic_1007001
share_pic_1008001,524803,False,texture,1,share_pic_1008001
share_pic_1008002,524803,False,texture,1,share_pic_1008002
share_pic_1009001,524803,False,texture,1,share_pic_1009001
share_pic_1009002,524803,False,texture,1,share_pic_1009002
share_pic_1010001,524803,False,texture,1,share_pic_1010001
share_pic_1010002,524803,False,texture,1,share_pic_1010002
share_pic_1011001,524803,False,texture,1,share_pic_1011001
share_pic_1011002,524803,False,texture,1,share_pic_1011002
share_pic_1012001,524803,False,texture,1,share_pic_1012001
share_pic_1013001,524803,False,texture,1,share_pic_1013001
share_pic_1013002,524803,False,texture,1,share_pic_1013002
share_pic_1014001,524803,False,texture,1,share_pic_1014001
share_pic_1015001,524803,False,texture,1,share_pic_1015001
share_pic_1016001,524803,False,texture,1,share_pic_1016001
share_pic_1016002,524803,False,texture,1,share_pic_1016002
share_pic_1017001,524803,False,texture,1,share_pic_1017001
share_pic_1018001,524803,False,texture,1,share_pic_1018001
share_pic_1019001,524803,False,texture,1,share_pic_1019001
share_pic_1019002,524803,False,texture,1,share_pic_1019002
share_pic_1020001,524803,False,texture,1,share_pic_1020001
share_pic_1020002,3127817,False,texture,1,share_pic_1020002
share_pic_1021001,524803,False,texture,1,share_pic_1021001
share_pic_1022001,524803,False,texture,1,share_pic_1022001
share_pic_1022002,524803,False,texture,1,share_pic_1022002
share_pic_1023001,524803,False,texture,1,share_pic_1023001
share_pic_1023002,524803,False,texture,1,share_pic_1023002
share_pic_1024000,524803,False,texture,1,share_pic_1024000
share_pic_1024001,524803,False,texture,1,share_pic_1024001
share_pic_1025001,524803,False,texture,1,share_pic_1025001
share_pic_1026001,524803,False,texture,1,share_pic_1026001
share_pic_1027001,524803,False,texture,1,share_pic_1027001
share_pic_1027002,524803,False,texture,1,share_pic_1027002
share_pic_1028001,524803,False,texture,1,share_pic_1028001
share_pic_1028002,524803,False,texture,1,share_pic_1028002
share_pic_1029001,524803,False,texture,1,share_pic_1029001
share_pic_1030001,524803,False,texture,1,share_pic_1030001
share_pic_1031001,524803,False,texture,1,share_pic_1031001
share_pic_1035001,524803,False,texture,1,share_pic_1035001
share_pic_1035002,524803,False,texture,1,share_pic_1035002
share_pic_1036001,524803,False,texture,1,share_pic_1036001
share_pic_1037001,524803,False,texture,1,share_pic_1037001
share_pic_1041001,524803,False,texture,1,share_pic_1041001
share_pic_n_1008001,524803,False,texture,1,share_pic_n_1008001
share_pic_n_1031000,524803,False,texture,1,share_pic_n_1031000
share_pic_r_1011001,524803,False,texture,1,share_pic_r_1011001
share_pic_r_1012001,524803,False,texture,1,share_pic_r_1012001
share_pic_r_1014001,524803,False,texture,1,share_pic_r_1014001
share_pic_r_1018001,524803,False,texture,1,share_pic_r_1018001
share_pic_r_1021001,524803,False,texture,1,share_pic_r_1021001
share_pic_r_1025001,524803,False,texture,1,share_pic_r_1025001
share_pic_r_1030001,524803,False,texture,1,share_pic_r_1030001
shitou,803528,False,texture,1,uitexture_boss
shop_zak_1,659203,False,texture,1,shop_zak_1
shop_zak_2,100835,False,texture,1,shop_zak_2
shoptip_zak,265219,False,texture,1,shoptip_zak
sign_bldw,840515,False,texture,1,sign_bldw
sign_mlls,794755,False,texture,1,sign_mlls
sign_t,752227,False,texture,1,sign_t
sign_title,184987,False,texture,1,sign_title
sign_title_seven,270467,False,texture,1,sign_title_seven
silver_chest,40779,False,texture,1,silver_chest
silver_chest_touch,40779,False,texture,1,silver_chest_touch
silver_medal,39723,False,texture,1,silver_medal
skill_1311101,33283,False,texture,1,skill_1311101
skill_1311102,33283,False,texture,1,skill_1311102
skill_1311104,33283,False,texture,1,skill_1311104
skill_1311119,33283,False,texture,1,skill_1311119
skill_1311127,33283,False,texture,1,skill_1311127
skill_1311135,33283,False,texture,1,skill_1311135
skill_1314101,33283,False,texture,1,skill_1314101
skill_1314102,33283,False,texture,1,skill_1314102
skill_1314104,33283,False,texture,1,skill_1314104
skill_1314119,33283,False,texture,1,skill_1314119
skill_1314127,33283,False,texture,1,skill_1314127
skill_1314135,33283,False,texture,1,skill_1314135
skill_1315101,33283,False,texture,1,skill_1315101
skill_1315102,33283,False,texture,1,skill_1315102
skill_1315104,33283,False,texture,1,skill_1315104
skill_1315119,33283,False,texture,1,skill_1315119
skill_1315127,33283,False,texture,1,skill_1315127
skill_1315135,33283,False,texture,1,skill_1315135
skill_1318101,33283,False,texture,1,skill_1318101
skill_1318102,33283,False,texture,1,skill_1318102
skill_1318104,33283,False,texture,1,skill_1318104
skill_1318119,33283,False,texture,1,skill_1318119
skill_1318127,33283,False,texture,1,skill_1318127
skill_1318135,33283,False,texture,1,skill_1318135
skill_1318201,33283,False,texture,1,skill_1318201
skill_1318202,33283,False,texture,1,skill_1318202
skill_1318235,33283,False,texture,1,skill_1318235
skill_Bass_minskill,49667,False,texture,1,skill_bass_minskill
skill_Bass_pose,33283,False,texture,1,skill_bass_pose
skill_Bass_pose_gray,49667,False,texture,1,skill_bass_pose_gray
skill_Bass_uniqueskills,49667,False,texture,1,skill_bass_uniqueskills
skill_Christie_minskill,49667,False,texture,1,skill_christie_minskill
skill_Christie_pose,49667,False,texture,1,skill_christie_pose
skill_Christie_pose_gray,49667,False,texture,1,skill_christie_pose_gray
skill_Christie_uniqueskills,49667,False,texture,1,skill_christie_uniqueskills
skill_Ein_minskill,33283,False,texture,1,skill_ein_minskill
skill_Ein_pose,33283,False,texture,1,skill_ein_pose
skill_Ein_pose_gray,33283,False,texture,1,skill_ein_pose_gray
skill_Ein_uniqueskills,33283,False,texture,1,skill_ein_uniqueskills
skill_Genfu_minskill,33283,False,texture,1,skill_genfu_minskill
skill_Genfu_pose,33283,False,texture,1,skill_genfu_pose
