资源名称,宽度 Width,高度 Height,格式 Format,MipMap功能,Read/Write,内存占用,冗余数量,相应的AB文件
hero_head2_1013001,160,112,RGBA32,False,False,71680,1,hero_head2_1013001
hero_head2_1014000,160,112,RGBA32,False,False,71680,1,hero_head2_1014000
hero_head2_1015000,160,112,RGBA32,False,False,71680,1,hero_head2_1015000
hero_head2_1016000,160,112,RGBA32,False,False,71680,1,hero_head2_1016000
hero_head2_1016001,160,112,RGBA32,False,False,71680,1,hero_head2_1016001
hero_head2_1017000,160,112,RGBA32,False,False,71680,1,hero_head2_1017000
hero_head2_1018000,160,112,RGBA32,False,False,71680,1,hero_head2_1018000
hero_head2_1019000,160,112,RGBA32,False,False,71680,1,hero_head2_1019000
hero_head2_1019001,160,112,RGBA32,False,False,71680,1,hero_head2_1019001
hero_head2_1020000,160,112,RGBA32,False,False,71680,1,hero_head2_1020000
hero_head2_1020001,160,112,RGBA32,False,False,71680,1,hero_head2_1020001
hero_head2_1021000,160,112,RGBA32,False,False,71680,1,hero_head2_1021000
hero_head2_1022000,160,112,RGBA32,False,False,71680,1,hero_head2_1022000
hero_head2_1022001,160,112,RGBA32,False,False,71680,1,hero_head2_1022001
hero_head2_1023000,160,112,RGBA32,False,False,71680,1,hero_head2_1023000
hero_head2_1023001,160,112,RGBA32,False,False,71680,1,hero_head2_1023001
hero_head2_1024000,160,112,RGBA32,False,False,71680,1,hero_head2_1024000
hero_head2_1025000,160,112,RGBA32,False,False,71680,1,hero_head2_1025000
hero_head2_1026000,160,112,RGBA32,False,False,71680,1,hero_head2_1026000
hero_head2_1027000,160,112,RGBA32,False,False,71680,1,hero_head2_1027000
hero_head2_1027001,160,112,RGBA32,False,False,71680,1,hero_head2_1027001
hero_head2_1028000,160,112,RGBA32,False,False,71680,1,hero_head2_1028000
hero_head2_1028001,160,112,RGBA32,False,False,71680,1,hero_head2_1028001
hero_head2_1029000,160,112,RGBA32,False,False,71680,1,hero_head2_1029000
hero_head2_1030000,160,112,RGBA32,False,False,71680,1,hero_head2_1030000
hero_head2_1031000,160,112,RGBA32,False,False,71680,1,hero_head2_1031000
hero_head2_1035000,160,112,RGBA32,False,False,71680,1,hero_head2_1035000
hero_head2_1035001,160,112,RGBA32,False,False,71680,1,hero_head2_1035001
hero_head2_1036000,160,112,RGBA32,False,False,71680,1,hero_head2_1036000
hero_head2_1037000,160,112,RGBA32,False,False,71680,1,hero_head2_1037000
hero_head2_1041000,160,112,RGBA32,False,False,71680,1,hero_head2_1041000
hero_head_1001000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1001000
hero_head_1001001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1001001
hero_head_1002000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1002000
hero_head_1002001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1002001
hero_head_1003000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1003000
hero_head_1004000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1004000
hero_head_1004001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1004001
hero_head_1005000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1005000
hero_head_1005001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1005001
hero_head_1006000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1006000
hero_head_1007000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1007000
hero_head_1008000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1008000
hero_head_1008001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1008001
hero_head_1009000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1009000
hero_head_1009001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1009001
hero_head_1010000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1010000
hero_head_1010001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1010001
hero_head_1011000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1011000
hero_head_1011001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1011001
hero_head_1012000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1012000
hero_head_1013000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1013000
hero_head_1013001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1013001
hero_head_1014000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1014000
hero_head_1015000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1015000
hero_head_1016000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1016000
hero_head_1016001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1016001
hero_head_1017000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1017000
hero_head_1018000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1018000
hero_head_1019000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1019000
hero_head_1019001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1019001
hero_head_1020000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1020000
hero_head_1020001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1020001
hero_head_1021000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1021000
hero_head_1022000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1022000
hero_head_1022001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1022001
hero_head_1023000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1023000
hero_head_1023001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1023001
hero_head_1024000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1024000
hero_head_1025000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1025000
hero_head_1026000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1026000
hero_head_1027000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1027000
hero_head_1027001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1027001
hero_head_1028000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1028000
hero_head_1028001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1028001
hero_head_1029000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1029000
hero_head_1030000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1030000
hero_head_1031000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1031000
hero_head_1035000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1035000
hero_head_1035001,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1035001
hero_head_1036000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1036000
hero_head_1037000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1037000
hero_head_1041000,100,100,ETC2_RGBA8,False,False,10000,1,hero_head_1041000
hero_quality_common_2010611,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010611
hero_quality_common_2010612,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010612
hero_quality_common_2010613,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010613
hero_quality_common_2010614,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010614
hero_quality_common_2010615,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010615
hero_quality_common_2010621,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010621
hero_quality_common_2010622,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010622
hero_quality_common_2010623,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010623
hero_quality_common_2010624,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010624
hero_quality_common_2010625,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_common_2010625
hero_quality_material_2010611,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2010611
hero_quality_material_2010621,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2010621
hero_quality_material_2020110,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020110
hero_quality_material_2020111,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020111
hero_quality_material_2020112,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020112
hero_quality_material_2020120,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020120
hero_quality_material_2020121,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020121
hero_quality_material_2020122,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020122
hero_quality_material_2020123,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020123
hero_quality_material_2020130,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020130
hero_quality_material_2020131,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020131
hero_quality_material_2020132,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020132
hero_quality_material_2020133,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020133
hero_quality_material_2020134,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020134
hero_quality_material_2020140,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020140
hero_quality_material_2020141,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020141
hero_quality_material_2020142,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020142
hero_quality_material_2020143,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020143
hero_quality_material_2020144,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020144
hero_quality_material_2020145,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020145
hero_quality_material_2020150,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020150
hero_quality_material_2020151,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020151
hero_quality_material_2020152,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020152
hero_quality_material_2020153,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020153
hero_quality_material_2020154,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020154
hero_quality_material_2020155,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020155
hero_quality_material_2020230,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020230
hero_quality_material_2020231,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020231
hero_quality_material_2020232,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020232
hero_quality_material_2020233,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020233
hero_quality_material_2020234,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020234
hero_quality_material_2020240,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020240
hero_quality_material_2020241,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020241
hero_quality_material_2020242,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020242
hero_quality_material_2020243,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020243
hero_quality_material_2020244,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020244
hero_quality_material_2020245,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020245
hero_quality_material_2020250,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020250
hero_quality_material_2020251,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020251
hero_quality_material_2020252,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020252
hero_quality_material_2020253,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020253
hero_quality_material_2020254,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020254
hero_quality_material_2020255,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020255
hero_quality_material_2020310,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020310
hero_quality_material_2020311,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020311
hero_quality_material_2020312,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020312
hero_quality_material_2020320,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020320
hero_quality_material_2020321,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020321
hero_quality_material_2020322,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020322
hero_quality_material_2020323,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020323
hero_quality_material_2020330,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020330
hero_quality_material_2020331,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020331
hero_quality_material_2020332,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020332
hero_quality_material_2020333,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020333
hero_quality_material_2020334,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020334
hero_quality_material_2020340,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020340
hero_quality_material_2020341,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020341
hero_quality_material_2020342,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020342
hero_quality_material_2020343,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020343
hero_quality_material_2020344,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020344
hero_quality_material_2020345,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020345
hero_quality_material_2020350,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020350
hero_quality_material_2020351,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020351
hero_quality_material_2020352,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020352
hero_quality_material_2020353,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020353
hero_quality_material_2020354,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020354
hero_quality_material_2020355,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020355
hero_quality_material_2020410,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020410
hero_quality_material_2020411,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020411
hero_quality_material_2020412,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020412
hero_quality_material_2020420,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020420
hero_quality_material_2020421,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020421
hero_quality_material_2020422,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020422
hero_quality_material_2020423,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020423
hero_quality_material_2020430,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020430
hero_quality_material_2020431,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020431
hero_quality_material_2020432,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020432
hero_quality_material_2020433,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020433
hero_quality_material_2020434,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020434
hero_quality_material_2020440,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020440
hero_quality_material_2020441,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020441
hero_quality_material_2020442,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020442
hero_quality_material_2020443,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020443
hero_quality_material_2020444,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020444
hero_quality_material_2020445,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020445
hero_quality_material_2020450,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020450
hero_quality_material_2020451,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020451
hero_quality_material_2020452,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020452
hero_quality_material_2020453,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020453
hero_quality_material_2020454,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020454
hero_quality_material_2020455,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020455
hero_quality_material_2020530,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020530
hero_quality_material_2020531,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020531
hero_quality_material_2020532,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020532
hero_quality_material_2020533,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020533
hero_quality_material_2020534,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020534
hero_quality_material_2020540,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020540
hero_quality_material_2020541,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020541
hero_quality_material_2020542,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020542
hero_quality_material_2020543,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020543
hero_quality_material_2020544,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020544
hero_quality_material_2020545,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020545
hero_quality_material_2020550,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020550
hero_quality_material_2020551,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020551
hero_quality_material_2020552,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020552
hero_quality_material_2020553,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020553
hero_quality_material_2020554,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020554
hero_quality_material_2020555,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020555
hero_quality_material_2020700,100,100,ETC2_RGBA8,False,False,10000,1,hero_quality_material_2020700
hero_select,80,80,ARGB32,True,False,34120,1,uitexture_common
hong_se_feng_bao,330,110,RGBA32,False,False,145200,1,hong_se_feng_bao
honoka_angry,190,305,ARGB32,False,False,231800,1,honoka_angry
honoka_angry2,190,305,ARGB32,False,False,231800,1,honoka_angry2
honoka_angry3,190,305,ARGB32,False,False,231800,1,honoka_angry3
honoka_happy,190,305,ARGB32,False,False,231800,1,honoka_happy
honoka_reflection,190,305,ARGB32,False,False,231800,1,honoka_reflection
honoka_smile,190,305,ARGB32,False,False,231800,1,honoka_smile
honoka_talk,190,305,ARGB32,False,False,231800,1,honoka_talk
honoko_0,272,424,ETC2_RGBA8,False,False,115328,1,honoko_0
icon_airticket_c,100,100,ETC2_RGBA8,False,False,10000,1,icon_airticket_c
icon_beverage_box_1,100,100,ETC2_RGBA8,False,False,10000,1,icon_beverage_box_1
icon_beverage_box_2,100,100,ETC2_RGBA8,False,False,10000,1,icon_beverage_box_2
icon_beverage_box_3,100,100,ETC2_RGBA8,False,False,10000,1,icon_beverage_box_3
icon_beverage_ssrbox_1,100,100,ETC2_RGBA8,False,False,10000,1,icon_beverage_ssrbox_1
icon_beverage_ssrbox_2,100,100,ETC2_RGBA8,False,False,10000,1,icon_beverage_ssrbox_2
icon_beverage_ssrbox_3,100,100,ETC2_RGBA8,False,False,10000,1,icon_beverage_ssrbox_3
icon_candy_1,100,100,ETC2_RGBA8,False,False,10000,1,icon_candy_1
icon_candy_2,100,100,ETC2_RGBA8,False,False,10000,1,icon_candy_2
icon_candybox_1,100,100,ETC2_RGBA8,False,False,10000,1,icon_candybox_1
icon_candybox_2,100,100,ETC2_RGBA8,False,False,10000,1,icon_candybox_2
icon_candybox_3,100,100,ETC2_RGBA8,False,False,10000,1,icon_candybox_3
icon_cfgh,248,248,ETC2_RGBA8,False,False,61504,1,icon_cfgh
icon_czhk_normal,84,84,ETC2_RGBA8,False,False,7056,1,uitexture_main
icon_czhk_touch,84,84,ETC2_RGBA8,False,False,7056,1,uitexture_main
icon_dan_grading_0,256,256,ETC2_RGBA8,False,False,65536,1,icon_dan_grading_0
icon_dan_grading_1,256,256,ETC2_RGBA8,False,False,65536,1,icon_dan_grading_1
icon_dan_grading_2,256,256,ETC2_RGBA8,False,False,65536,1,icon_dan_grading_2
icon_dan_grading_3,256,256,ETC2_RGBA8,False,False,65536,1,icon_dan_grading_3
icon_dan_grading_4,256,256,ETC2_RGBA8,False,False,65536,1,icon_dan_grading_4
icon_dan_grading_5,256,256,ETC2_RGBA8,False,False,65536,1,icon_dan_grading_5
icon_dan_grading_6,256,256,ETC2_RGBA8,False,False,65536,1,icon_dan_grading_6
icon_dan_grading_7,256,256,ETC2_RGBA8,False,False,65536,1,icon_dan_grading_7
icon_energycube,100,100,ETC2_RGBA8,False,False,10000,1,icon_energycube
icon_equip_xp,100,100,ETC2_RGBA8,False,False,10000,1,icon_equip_xp
icon_exploit,100,100,ETC2_RGBA8,False,False,10000,1,icon_exploit
icon_friendship_2,100,100,ETC2_RGBA8,False,False,10000,1,icon_friendship_2
icon_fygh,248,248,ETC2_RGBA8,False,False,61504,1,icon_fygh
icon_gene,100,100,ETC2_RGBA8,False,False,10000,1,icon_gene
icon_gjgh,248,248,ETC2_RGBA8,False,False,61504,1,icon_gjgh
icon_gjzq_normal,84,84,ETC2_RGBA8,False,False,7056,1,uitexture_main
icon_gjzq_touch,84,84,ETC2_RGBA8,False,False,7056,1,uitexture_main
icon_gz_exp,100,100,ETC2_RGBA8,False,False,10000,1,icon_gz_exp
icon_jrhd_normal,84,84,ETC2_RGBA8,False,False,7056,1,uitexture_main
icon_jrhd_touch,84,84,ETC2_RGBA8,False,False,7056,1,uitexture_main
icon_kyds,100,100,ETC2_RGBA8,False,False,10000,1,icon_kyds
icon_money_1,64,64,ETC2_RGBA8,False,False,4096,4,ui2048gameprefab,uibeachlife,uistarstonecardgoodsprefab,uitournamentmain
icon_mrcz_normal,84,84,RGBA32,False,False,28224,1,uitexture_main
icon_mrcz_touch,84,84,RGBA32,False,False,28224,1,uitexture_main
icon_mrfl_normal,84,84,RGBA32,False,False,28224,1,uitexture_main
icon_mrfl_touch,84,84,RGBA32,False,False,28224,1,uitexture_main
icon_qlg_normal,84,84,RGBA32,False,False,28224,1,uitexture_main
icon_qlg_touch,84,84,RGBA32,False,False,28224,1,uitexture_main
icon_sidebar_ghhb,100,100,RGBA32,False,False,40000,1,uitexture_main
icon_sidebar_jxtp,100,100,RGBA32,False,False,40000,1,uitexture_main
icon_sidebar_worldboss,100,100,ETC2_RGBA8,False,False,10000,1,uitexture_main
icon_smgh,248,248,ETC2_RGBA8,False,False,61504,1,icon_smgh
icon_starstone01_box01,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone01_box01
icon_starstone01_box02,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone01_box02
icon_starstone01_box03,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone01_box03
icon_starstone01_box04,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone01_box04
icon_starstone01_box05,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone01_box05
icon_starstone01_box06,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone01_box06
icon_starstone02_box01,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone02_box01
icon_starstone02_box02,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone02_box02
icon_starstone02_box03,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone02_box03
icon_starstone02_box04,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone02_box04
icon_starstone02_box05,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone02_box05
icon_starstone02_box06,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone02_box06
icon_starstone_box01,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone_box01
icon_starstone_box02,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone_box02
icon_starstone_box03,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone_box03
icon_starstone_box04,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone_box04
icon_starstone_box05,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone_box05
icon_starstone_box06,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone_box06
icon_starstone_expbox01,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone_expbox01
icon_starstone_expbox02,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone_expbox02
icon_starstone_expbox03,100,100,ETC2_RGBA8,False,False,10000,1,icon_starstone_expbox03
icon_ticket_arena,100,100,ETC2_RGBA8,False,False,10000,1,icon_ticket_arena
icon_ticket_clone,100,100,ETC2_RGBA8,False,False,10000,1,icon_ticket_clone
icon_ticket_clone_ui,56,52,ETC2_RGBA8,False,False,2912,1,icon_ticket_clone_ui
icon_tournament,100,100,ETC2_RGBA8,False,False,10000,1,uitexture_common
icon_tournament,100,100,ETC2_RGBA8,False,False,10000,1,icon_tournament
icon_trainticket_c,100,100,ETC2_RGBA8,False,False,10000,1,icon_trainticket_c
icon_treasure_integral,80,80,RGBA32,False,False,25600,1,uitexture_treasury
icon_treasure_key,80,80,RGBA32,False,False,25600,1,icon_treasure_key
icon_treasury_normal,84,84,RGBA32,False,False,28224,1,uitexture_main
icon_treasury_touch,84,84,RGBA32,False,False,28224,1,uitexture_main
icon_zodiac_fc,100,100,ETC2_RGBA8,False,False,10000,1,icon_zodiac_fc
image_sj,64,64,ETC2_RGBA8,False,False,4096,1,eff_ui_winnerhead_shengji_01
image_treasure_1,352,300,ETC2_RGBA8,False,False,105600,1,image_treasure_1
image_treasure_1_select,356,308,ETC2_RGBA8,False,False,109648,1,image_treasure_1_select
image_treasure_2,528,332,ETC2_RGBA8,False,False,175296,1,image_treasure_2
image_treasure_2_select,532,340,ETC2_RGBA8,False,False,180880,1,image_treasure_2_select
image_treasure_3,400,232,ETC2_RGBA8,False,False,92800,1,image_treasure_3
image_treasure_3_select,412,240,ETC2_RGBA8,False,False,98880,1,image_treasure_3_select
image_treasure_4,492,360,ETC2_RGBA8,False,False,177120,1,image_treasure_4
image_treasure_4_select,500,368,ETC2_RGBA8,False,False,184000,1,image_treasure_4_select
image_treasure_5,452,416,ETC2_RGBA8,False,False,188032,1,image_treasure_5
image_treasure_5_select,464,432,ETC2_RGBA8,False,False,200448,1,image_treasure_5_select
image_treasure_6,392,364,ETC2_RGBA8,False,False,142688,1,image_treasure_6
image_treasure_7_select,404,388,ETC2_RGBA8,False,False,156752,1,image_treasure_7_select
image_xzjkq,1024,384,ETC2_RGBA8,False,False,393216,1,image_xzjkq
integral_4180001,100,100,ETC2_RGBA8,False,False,10000,1,integral_4180001
item_2050000,100,100,ETC2_RGBA8,False,False,10000,1,item_2050000
item_4030802,100,100,ETC2_RGBA8,False,False,10000,1,item_4030802
item_4030904,100,100,ETC2_RGBA8,False,False,10000,1,item_4030904
item_4030905,100,100,ETC2_RGBA8,False,False,10000,1,item_4030905
item_4030906,100,100,ETC2_RGBA8,False,False,10000,1,item_4030906
item_4030907,100,100,ETC2_RGBA8,False,False,10000,1,item_4030907
item_4030908,100,100,ETC2_RGBA8,False,False,10000,1,item_4030908
item_4030909,100,100,ETC2_RGBA8,False,False,10000,1,item_4030909
item_4030910,100,100,RGBA32,False,False,40000,1,item_4030910
item_4030911,100,100,RGBA32,False,False,40000,1,item_4030911
item_4030912,100,100,RGBA32,False,False,40000,1,item_4030912
item_4031301,100,100,ETC2_RGBA8,False,False,10000,1,item_4031301
